Country,Year,Gender ratio,Education level,Percentage women
262,1995,0.69,262,1995
262,2005,0.66,262,2005
262,2015,0.95,262,2015
262,2018,1.0,262,2018
262,2019,1.03,262,2019
262,2020,1.03,262,2020
262,2005,0.63,262,2005
262,2015,0.89,262,2015
262,2018,0.99,262,2018
262,2019,0.99,262,2019
262,2020,1.01,262,2020
212,1995,1.15,212,1995
212,2005,1.0,212,2005
212,2010,0.98,212,2010
212,2015,0.98,212,2015
212,2019,0.97,212,2019
212,2020,0.93,212,2020
212,2005,1.08,212,2005
212,2010,1.09,212,2010
212,2015,0.99,212,2015
212,2019,1.02,212,2019
212,2020,1.03,212,2020
212,2005,1.36,212,2005
212,2010,1.38,212,2010
212,2015,1.12,212,2015
212,2019,1.2,212,2019
212,2020,1.15,212,2020
214,2005,0.95,214,2005
214,2010,0.88,214,2010
214,2015,0.91,214,2015
214,2018,0.94,214,2018
214,2019,0.95,214,2019
214,2020,0.96,214,2020
214,2005,1.19,214,2005
214,2010,1.12,214,2010
214,2015,1.1,214,2015
214,2018,1.08,214,2018
214,2019,1.09,214,2019
214,2020,1.09,214,2020
214,2005,1.24,214,2005
214,2010,1.19,214,2010
214,2015,1.15,214,2015
214,2018,1.2,214,2018
214,2019,1.19,214,2019
214,2020,1.18,214,2020
218,1995,1.0,218,1995
218,2005,1.0,218,2005
218,2010,1.0,218,2010
218,2015,1.0,218,2015
218,2018,1.02,218,2018
218,2019,1.02,218,2019
218,2020,1.02,218,2020
218,2005,1.01,218,2005
218,2010,1.05,218,2010
218,2015,1.04,218,2015
218,2018,1.03,218,2018
218,2019,1.03,218,2019
218,2005,1.07,218,2005
218,2010,1.08,218,2010
218,2015,1.06,218,2015
218,2018,1.04,218,2018
218,2019,1.04,218,2019
218,2020,1.04,218,2020
818,1995,0.89,818,1995
818,2005,0.95,818,2005
818,2010,0.97,818,2010
818,2018,1.0,818,2018
818,2019,1.01,818,2019
818,1995,0.88,818,1995
818,2018,0.99,818,2018
818,2019,0.99,818,2019
818,2010,0.94,818,2010
818,2018,0.97,818,2018
818,2019,0.98,818,2019
222,1995,0.98,222,1995
222,2005,0.97,222,2005
222,2010,0.95,222,2010
222,2015,0.96,222,2015
222,2018,0.97,222,2018
222,2019,0.98,222,2019
222,2005,1.0,222,2005
222,2010,0.99,222,2010
222,2015,1.01,222,2015
222,2018,0.99,222,2018
222,2019,1.01,222,2019
222,2005,1.04,222,2005
222,2010,1.02,222,2010
222,2015,1.05,222,2015
222,2018,1.02,222,2018
222,2019,1.04,222,2019
226,2005,0.97,226,2005
226,2010,0.99,226,2010
226,2015,0.99,226,2015
226,2005,0.74,226,2005
226,2005,0.42,226,2005
232,1995,0.81,232,1995
232,2005,0.81,232,2005
232,2010,0.85,232,2010
232,2015,0.86,232,2015
232,2018,0.86,232,2018
232,1995,0.72,232,1995
232,2005,0.6,232,2005
232,2010,0.77,232,2010
232,2015,0.85,232,2015
232,2018,0.91,232,2018
232,2005,0.53,232,2005
232,2010,0.71,232,2010
232,2018,0.95,232,2018
233,1995,0.97,233,1995
233,2005,0.97,233,2005
233,2010,0.99,233,2010
233,2015,1.0,233,2015
233,2018,1.0,233,2018
233,2019,1.01,233,2019
233,1995,1.12,233,1995
233,2005,1.04,233,2005
233,2010,1.0,233,2010
233,2018,1.03,233,2018
233,2019,1.04,233,2019
233,2005,1.12,233,2005
233,2010,1.03,233,2010
233,2015,1.03,233,2015
233,2018,1.05,233,2018
233,2019,1.08,233,2019
748,1995,0.98,748,1995
748,2005,0.93,748,2005
748,2010,0.91,748,2010
748,2015,0.91,748,2015
748,2018,0.92,748,2018
748,2019,0.92,748,2019
748,2005,0.96,748,2005
748,2010,0.95,748,2010
748,2015,1.0,748,2015
748,2005,0.88,748,2005
748,2010,0.92,748,2010
748,2015,0.99,748,2015
231,1995,0.6,231,1995
231,2005,0.84,231,2005
231,2010,0.92,231,2010
231,2015,0.91,231,2015
231,2020,0.91,231,2020
231,1995,0.8,231,1995
231,2005,0.6,231,2005
231,2010,0.83,231,2010
231,2015,0.96,231,2015
231,1995,0.79,231,1995
231,2005,0.67,231,2005
231,2010,0.7,231,2010
231,2015,0.98,231,2015
242,1995,1.0,242,1995
242,2015,0.98,242,2015
242,2019,0.96,242,2019
246,1995,1.0,246,1995
246,2005,0.99,246,2005
246,2010,0.99,246,2010
246,2015,0.99,246,2015
246,2018,0.99,246,2018
246,2019,0.99,246,2019
246,1995,1.15,246,1995
246,2005,1.05,246,2005
246,2010,1.05,246,2010
246,2015,1.1,246,2015
246,2018,1.1,246,2018
246,2019,1.1,246,2019
246,1995,1.27,246,1995
246,2005,1.09,246,2005
246,2010,1.09,246,2010
246,2015,1.16,246,2015
246,2018,1.17,246,2018
246,2019,1.16,246,2019
250,1995,0.98,250,1995
250,2005,0.99,250,2005
250,2010,0.99,250,2010
250,2015,0.99,250,2015
250,2018,0.99,250,2018
250,2019,0.99,250,2019
250,1995,0.99,250,1995
250,2005,1.0,250,2005
250,2010,1.01,250,2010
250,2015,1.01,250,2015
250,2018,1.01,250,2018
250,2019,1.0,250,2019
250,2005,1.02,250,2005
250,2010,1.03,250,2010
250,2015,1.03,250,2015
250,2018,1.02,250,2018
250,2019,1.01,250,2019
254,1995,0.97,254,1995
254,1995,1.04,254,1995
258,1995,0.96,258,1995
266,1995,1.0,266,1995
266,1995,0.84,266,1995
270,1995,0.75,270,1995
270,2005,1.03,270,2005
270,2010,1.03,270,2010
270,2015,1.07,270,2015
270,2018,1.09,270,2018
270,2019,1.11,270,2019
270,2020,1.12,270,2020
270,1995,0.56,270,1995
270,2010,0.96,270,2010
270,2010,0.87,270,2010
268,1995,0.99,268,1995
268,2005,1.04,268,2005
268,2010,1.01,268,2010
268,2015,1.0,268,2015
268,2018,1.01,268,2018
268,2019,1.01,268,2019
268,2020,1.01,268,2020
268,1995,0.94,268,1995
268,2015,1.03,268,2015
268,2005,1.05,268,2005
268,2015,1.05,268,2015
268,2018,1.03,268,2018
276,1995,0.99,276,1995
276,2005,1.0,276,2005
276,2010,0.99,276,2010
276,2015,1.0,276,2015
276,2018,1.01,276,2018
276,2019,1.01,276,2019
276,1995,0.96,276,1995
276,2005,0.97,276,2005
276,2010,0.95,276,2010
276,2015,0.95,276,2015
276,2018,0.94,276,2018
276,2019,0.95,276,2019
276,1995,0.89,276,1995
276,2005,0.94,276,2005
276,2010,0.89,276,2010
276,2015,0.9,276,2015
276,2018,0.89,276,2018
276,2019,0.88,276,2019
288,1995,0.9,288,1995
288,2005,0.96,288,2005
288,2015,1.0,288,2015
288,2018,1.01,288,2018
288,2019,1.01,288,2019
288,2020,1.02,288,2020
288,1995,0.73,288,1995
288,2005,0.84,288,2005
288,2015,0.95,288,2015
288,2018,0.99,288,2018
288,2019,1.0,288,2019
288,2020,1.0,288,2020
288,2005,0.73,288,2005
288,2015,0.9,288,2015
288,2018,0.95,288,2018
288,2019,0.96,288,2019
288,2020,0.97,288,2020
292,2019,1.02,292,2019
292,2020,1.09,292,2020
292,2019,0.95,292,2019
292,2020,0.98,292,2020
292,2019,0.94,292,2019
300,1995,1.02,300,1995
300,2005,0.98,300,2005
300,2010,0.98,300,2010
300,2015,0.99,300,2015
300,2018,1.0,300,2018
300,2019,1.01,300,2019
300,1995,1.01,300,1995
300,2005,0.95,300,2005
300,2010,0.97,300,2010
300,2015,0.93,300,2015
300,2018,0.95,300,2018
300,2019,0.95,300,2019
300,2005,0.96,300,2005
300,2010,0.99,300,2010
300,2015,0.91,300,2015
300,2018,0.94,300,2018
300,2019,0.94,300,2019
308,1995,0.92,308,1995
308,2005,0.97,308,2005
308,2010,0.96,308,2010
308,2015,0.96,308,2015
308,2018,0.98,308,2018
308,2005,1.03,308,2005
308,2010,1.03,308,2010
308,2015,0.98,308,2015
308,2018,1.03,308,2018
308,2005,1.15,308,2005
308,2010,1.26,308,2010
308,2015,1.1,308,2015
308,2018,1.08,308,2018
312,1995,1.09,312,1995
320,1995,0.87,320,1995
320,2005,0.94,320,2005
320,2010,0.98,320,2010
320,2015,0.97,320,2015
320,2018,0.97,320,2018
320,2019,0.98,320,2019
320,2020,0.98,320,2020
320,2005,0.92,320,2005
320,2010,0.94,320,2010
320,2015,0.94,320,2015
320,2018,0.95,320,2018
320,2019,0.96,320,2019
320,2005,1.02,320,2005
320,2010,1.01,320,2010
320,2015,1.03,320,2015
320,2018,1.05,320,2018
320,2019,1.07,320,2019
320,2020,1.08,320,2020
324,1995,0.51,324,1995
324,2005,0.8,324,2005
324,2010,0.82,324,2010
324,2020,0.85,324,2020
324,2005,0.49,324,2005
324,2005,0.44,324,2005
624,1995,0.57,624,1995
624,2010,0.93,624,2010
328,1995,0.97,328,1995
328,2005,1.0,328,2005
328,2010,0.97,328,2010
328,2005,1.02,328,2005
328,2010,1.04,328,2010
328,2005,1.05,328,2005
328,2010,1.06,328,2010
332,1995,0.95,332,1995
340,1995,1.01,340,1995
340,2005,1.0,340,2005
340,2010,1.0,340,2010
340,2015,0.99,340,2015
340,2019,1.0,340,2019
340,2020,1.01,340,2020
340,2010,1.23,340,2010
340,2015,1.2,340,2015
340,2019,1.12,340,2019
340,2020,1.15,340,2020
340,2010,1.39,340,2010
340,2015,1.35,340,2015
340,2019,1.26,340,2019
340,2020,1.26,340,2020
348,1995,0.99,348,1995
348,2005,0.98,348,2005
348,2010,0.99,348,2010
348,2015,1.0,348,2015
348,2018,0.99,348,2018
348,2019,0.99,348,2019
348,1995,1.04,348,1995
348,2005,0.99,348,2005
348,2015,1.01,348,2015
348,2018,1.0,348,2018
348,2019,1.16,348,2019
348,1995,1.09,348,1995
348,2005,1.0,348,2005
348,2010,1.0,348,2010
348,2015,1.02,348,2015
348,2019,1.0,348,2019
352,1995,1.0,352,1995
352,2005,0.98,352,2005
352,2010,1.01,352,2010
352,2015,1.0,352,2015
352,2018,1.0,352,2018
352,2019,1.0,352,2019
352,1995,0.97,352,1995
352,2005,1.01,352,2005
352,2010,1.02,352,2010
352,2015,1.01,352,2015
352,2018,0.99,352,2018
352,2019,0.97,352,2019
352,1995,0.96,352,1995
352,2005,1.03,352,2005
352,2010,1.03,352,2010
352,2018,0.98,352,2018
352,2019,0.96,352,2019
356,1995,0.83,356,1995
356,2010,1.03,356,2010
356,2015,1.12,356,2015
356,2019,1.02,356,2019
356,2020,1.02,356,2020
356,1995,0.65,356,1995
356,2005,0.84,356,2005
356,2010,0.94,356,2010
356,2015,1.02,356,2015
356,2018,1.01,356,2018
356,2020,1.0,356,2020
356,1995,0.56,356,1995
356,2005,0.77,356,2005
356,2010,0.9,356,2010
356,2015,0.98,356,2015
356,2018,0.98,356,2018
356,2019,0.99,356,2019
356,2020,0.95,356,2020
360,1995,0.97,360,1995
360,2005,0.97,360,2005
360,2010,1.03,360,2010
360,2015,0.97,360,2015
360,2018,0.97,360,2018
360,1995,0.86,360,1995
360,2005,0.99,360,2005
360,2010,1.01,360,2010
360,2015,1.0,360,2015
360,2018,1.03,360,2018
360,1995,0.84,360,1995
360,2005,0.95,360,2005
360,2010,0.98,360,2010
360,2015,0.96,360,2015
360,2018,1.04,360,2018
364,1995,0.92,364,1995
364,2005,0.97,364,2005
364,2010,0.98,364,2010
364,2015,1.06,364,2015
364,1995,0.84,364,1995
364,2005,0.96,364,2005
364,2010,0.94,364,2010
364,2015,0.94,364,2015
364,2005,1.03,364,2005
372,1995,1.0,372,1995
372,2005,1.0,372,2005
372,2010,1.0,372,2010
372,2015,1.0,372,2015
372,2018,0.99,372,2018
372,2019,1.0,372,2019
372,1995,1.06,372,1995
372,2005,1.09,372,2005
372,2010,1.06,372,2010
372,2015,1.03,372,2015
372,2018,1.14,372,2018
372,2019,1.1,372,2019
372,1995,1.11,372,1995
372,2005,1.15,372,2005
372,2010,1.12,372,2010
372,2015,1.06,372,2015
372,2018,1.22,372,2018
372,2019,1.16,372,2019
376,2005,1.01,376,2005
376,2010,1.0,376,2010
376,2015,1.01,376,2015
376,2018,1.01,376,2018
376,2019,1.01,376,2019
376,2005,0.99,376,2005
376,2010,1.02,376,2010
376,2018,1.02,376,2018
376,2019,1.02,376,2019
376,2005,0.98,376,2005
376,2015,1.02,376,2015
380,1995,0.99,380,1995
380,2005,0.99,380,2005
380,2010,0.99,380,2010
380,2015,1.0,380,2015
380,2018,0.97,380,2018
380,2019,0.98,380,2019
380,1995,1.0,380,1995
380,2018,0.99,380,2018
380,1995,1.02,380,1995
380,2005,1.01,380,2005
380,2010,1.0,380,2010
380,2015,1.01,380,2015
380,2018,1.0,380,2018
380,2019,1.0,380,2019
388,2005,1.0,388,2005
388,2005,1.06,388,2005
388,2010,1.08,388,2010
388,2015,1.07,388,2015
388,2018,1.03,388,2018
388,2019,1.02,388,2019
388,2020,1.01,388,2020
388,2005,1.16,388,2005
388,2010,1.2,388,2010
388,2015,1.06,388,2015
388,2018,1.05,388,2018
388,2019,1.03,388,2019
388,2020,1.03,388,2020
392,1995,1.0,392,1995
392,2018,1.0,392,2018
400,1995,1.01,400,1995
400,2005,1.01,400,2005
400,2010,0.98,400,2010
400,2018,0.98,400,2018
400,2019,0.98,400,2019
400,2020,0.99,400,2020
400,2005,1.03,400,2005
400,2010,1.04,400,2010
400,2018,1.03,400,2018
400,2019,1.02,400,2019
400,2020,1.03,400,2020
400,2005,1.06,400,2005
400,2010,1.14,400,2010
400,2018,1.16,400,2018
400,2019,1.11,400,2019
400,2020,1.11,400,2020
398,1995,1.01,398,1995
398,2005,1.0,398,2005
398,2010,1.01,398,2010
398,2015,1.0,398,2015
398,2018,1.02,398,2018
398,2019,1.02,398,2019
398,2020,1.0,398,2020
398,2015,1.03,398,2015
398,2018,1.01,398,2018
398,2019,1.01,398,2019
398,2010,1.03,398,2010
398,2015,1.09,398,2015
404,1995,0.98,404,1995
404,2005,0.96,404,2005
404,2015,1.0,404,2015
404,2005,0.94,404,2005
404,2005,0.89,404,2005
296,1995,1.03,296,1995
296,2005,1.01,296,2005
296,2015,1.02,296,2015
296,2020,1.06,296,2020
296,1995,1.24,296,1995
296,2005,1.15,296,2005
296,2005,1.26,296,2005
414,1995,1.01,414,1995
414,2005,1.04,414,2005
414,2010,0.98,414,2010
414,2015,1.03,414,2015
414,2018,1.1,414,2018
414,2019,1.15,414,2019
414,2020,1.13,414,2020
414,1995,1.06,414,1995
414,2005,1.09,414,2005
414,2010,1.02,414,2010
414,2015,1.06,414,2015
414,2005,1.1,414,2005
414,2010,1.08,414,2010
417,1995,1.02,417,1995
417,2005,0.98,417,2005
417,2010,0.99,417,2010
417,2015,0.99,417,2015
417,2018,0.99,417,2018
417,2019,0.99,417,2019
417,2020,1.0,417,2020
417,2005,1.0,417,2005
417,2010,1.0,417,2010
417,2015,1.01,417,2015
417,2018,1.0,417,2018
417,2019,1.0,417,2019
417,2005,1.03,417,2005
417,2010,1.01,417,2010
417,2015,1.06,417,2015
417,2018,1.02,417,2018
417,2019,1.03,417,2019
417,2020,1.03,417,2020
418,1995,0.81,418,1995
418,2005,0.87,418,2005
418,2010,0.91,418,2010
418,2015,0.95,418,2015
418,2018,0.96,418,2018
418,2019,0.97,418,2019
418,2020,0.97,418,2020
418,1995,0.66,418,1995
418,2005,0.75,418,2005
418,2010,0.82,418,2010
418,2015,0.92,418,2015
418,2018,0.93,418,2018
418,2019,0.94,418,2019
418,2020,0.95,418,2020
418,2005,0.71,418,2005
418,2010,0.81,418,2010
418,2015,0.89,418,2015
418,2018,0.9,418,2018
418,2019,0.89,418,2019
418,2020,0.89,418,2020
428,1995,0.97,428,1995
428,2005,0.98,428,2005
428,2010,0.98,428,2010
428,2015,1.0,428,2015
428,2018,1.0,428,2018
428,2019,1.0,428,2019
428,1995,1.07,428,1995
428,2005,0.99,428,2005
428,2010,0.99,428,2010
428,2015,0.98,428,2015
428,2018,0.99,428,2018
428,1995,1.21,428,1995
428,2005,1.04,428,2005
428,2010,1.01,428,2010
428,2015,0.99,428,2015
428,2019,1.01,428,2019
426,1995,1.11,426,1995
426,2005,0.99,426,2005
426,2010,0.96,426,2010
426,2015,0.95,426,2015
426,2005,1.26,426,2005
426,2010,1.39,426,2010
426,2015,1.35,426,2015
426,2005,1.16,426,2005
426,2010,1.35,426,2010
426,2015,1.34,426,2015
430,2015,0.9,430,2015
430,2015,0.77,430,2015
430,2015,0.74,430,2015
434,2005,0.99,434,2005
434,2005,1.19,434,2005
434,2005,1.44,434,2005
438,2005,0.92,438,2005
438,2010,0.94,438,2010
438,2015,0.98,438,2015
438,2018,1.01,438,2018
438,2019,1.0,438,2019
438,2005,0.87,438,2005
438,2010,0.85,438,2010
438,2015,0.78,438,2015
438,2018,0.83,438,2018
438,2019,0.86,438,2019
438,2005,0.74,438,2005
438,2010,0.7,438,2010
438,2015,0.66,438,2015
438,2018,0.76,438,2018
438,2019,0.77,438,2019
440,1995,0.97,440,1995
440,2005,0.99,440,2005
440,2010,0.99,440,2010
440,2015,1.0,440,2015
440,2018,1.0,440,2018
440,2019,1.0,440,2019
440,1995,1.05,440,1995
440,2010,0.98,440,2010
440,2015,0.96,440,2015
440,2018,0.96,440,2018
440,2019,0.97,440,2019
440,2005,1.05,440,2005
440,2010,1.01,440,2010
440,2015,0.95,440,2015
440,2018,0.95,440,2018
440,2019,0.95,440,2019
442,2005,1.0,442,2005
442,2010,1.01,442,2010
442,2015,1.0,442,2015
442,2018,0.98,442,2018
442,2019,0.99,442,2019
442,1995,1.01,442,1995
442,2005,1.05,442,2005
442,2010,1.03,442,2010
442,2015,1.04,442,2015
442,2018,1.02,442,2018
442,2019,1.0,442,2019
442,1995,0.94,442,1995
442,2005,1.09,442,2005
442,2010,1.04,442,2010
442,2015,1.06,442,2015
442,2018,1.07,442,2018
442,2019,1.06,442,2019
450,1995,1.04,450,1995
450,2005,0.96,450,2005
450,2010,0.98,450,2010
450,2015,1.0,450,2015
450,2018,1.01,450,2018
450,2019,1.02,450,2019
450,2015,0.99,450,2015
450,2018,1.03,450,2018
450,2019,1.04,450,2019
450,2005,0.89,450,2005
450,2015,0.93,450,2015
450,2018,0.97,450,2018
450,2019,0.99,450,2019
454,1995,0.9,454,1995
454,2005,1.01,454,2005
454,2010,1.02,454,2010
454,2015,1.02,454,2015
454,2018,1.01,454,2018
454,2019,1.03,454,2019
454,1995,0.67,454,1995
454,2005,0.79,454,2005
454,2010,0.88,454,2010
454,2015,0.91,454,2015
454,2018,0.98,454,2018
454,2019,0.83,454,2019
454,2005,0.67,454,2005
454,2010,0.72,454,2010
454,2015,0.83,454,2015
454,2018,0.89,454,2018
454,2019,0.9,454,2019
458,1995,1.0,458,1995
458,2005,1.0,458,2005
458,2010,1.01,458,2010
458,2015,1.01,458,2015
458,2018,1.02,458,2018
458,2019,1.01,458,2019
458,1995,1.09,458,1995
458,2005,1.1,458,2005
458,2010,1.08,458,2010
458,2015,1.09,458,2015
458,2018,1.08,458,2018
458,2019,1.08,458,2019
458,2005,1.22,458,2005
458,2010,1.16,458,2010
458,2015,1.14,458,2015
458,2018,1.15,458,2018
458,2019,1.14,458,2019
462,1995,0.97,462,1995
462,2005,0.98,462,2005
462,2015,0.97,462,2015
462,2018,1.04,462,2018
462,2019,1.03,462,2019
462,1995,1.05,462,1995
462,2018,1.01,462,2018
462,2019,0.93,462,2019
462,2018,1.56,462,2018
462,2019,1.26,462,2019
466,1995,0.69,466,1995
466,2005,0.79,466,2005
466,2010,0.86,466,2010
466,2015,0.9,466,2015
466,2018,0.9,466,2018
466,1995,0.49,466,1995
466,2005,0.62,466,2005
466,2010,0.69,466,2010
466,2015,0.79,466,2015
466,2018,0.82,466,2018
466,2005,0.58,466,2005
466,2010,0.61,466,2010
466,2015,0.69,466,2015
466,2018,0.7,466,2018
470,1995,0.97,470,1995
470,2005,0.98,470,2005
470,2010,1.0,470,2010
470,2015,1.01,470,2015
470,2018,1.01,470,2018
470,2019,1.01,470,2019
470,1995,0.94,470,1995
470,2005,0.96,470,2005
470,2010,0.89,470,2010
470,2015,1.06,470,2015
470,2018,1.0,470,2018
470,2019,1.0,470,2019
470,2005,0.83,470,2005
470,2010,0.76,470,2010
470,2015,1.12,470,2015
470,2018,1.03,470,2018
470,2019,1.03,470,2019
584,2005,1.25,584,2005
584,2015,0.98,584,2015
584,2019,0.96,584,2019
584,2020,0.96,584,2020
584,2005,1.02,584,2005
584,2015,1.07,584,2015
584,2019,1.08,584,2019
584,2020,1.11,584,2020
584,2005,1.05,584,2005
584,2015,1.14,584,2015
584,2019,1.11,584,2019
584,2020,1.12,584,2020
474,1995,0.98,474,1995
474,1995,1.06,474,1995
478,1995,0.84,478,1995
478,2005,1.03,478,2005
478,2010,1.05,478,2010
478,2015,1.05,478,2015
478,2018,1.06,478,2018
478,2019,1.06,478,2019
478,1995,0.57,478,1995
478,2005,0.88,478,2005
478,2010,0.85,478,2010
478,2015,0.93,478,2015
478,2018,1.02,478,2018
478,2019,1.05,478,2019
478,1995,0.52,478,1995
478,2005,0.86,478,2005
478,2010,0.78,478,2010
478,2015,0.87,478,2015
478,2018,1.04,478,2018
480,1995,1.0,480,1995
480,2005,1.0,480,2005
480,2010,1.01,480,2010
480,2015,1.02,480,2015
480,2018,1.03,480,2018
480,2019,1.03,480,2019
480,2005,0.98,480,2005
480,2010,1.05,480,2010
480,2015,1.04,480,2015
480,2018,1.06,480,2018
480,2019,1.02,480,2019
480,2005,0.94,480,2005
480,2010,1.07,480,2010
480,2015,1.11,480,2015
480,2018,1.14,480,2018
480,2019,1.08,480,2019
484,1995,0.97,484,1995
484,2005,0.98,484,2005
484,2010,0.99,484,2010
484,2015,1.0,484,2015
484,2018,1.01,484,2018
484,2019,1.01,484,2019
484,2005,1.04,484,2005
484,2010,1.08,484,2010
484,2015,1.07,484,2015
484,2018,1.09,484,2018
484,2019,1.1,484,2019
484,1995,0.96,484,1995
484,2005,1.03,484,2005
484,2010,1.06,484,2010
484,2015,1.02,484,2015
484,2018,1.06,484,2018
484,2019,1.07,484,2019
583,2005,0.97,583,2005
583,2015,0.98,583,2015
583,2019,0.96,583,2019
583,2020,1.0,583,2020
583,2005,1.08,583,2005
583,2005,1.07,583,2005
496,1995,1.03,496,1995
496,2005,1.0,496,2005
496,2010,0.98,496,2010
496,2015,0.98,496,2015
496,2018,0.98,496,2018
496,2019,0.98,496,2019
496,1995,1.33,496,1995
496,2005,1.11,496,2005
496,2010,1.07,496,2010
496,2019,1.01,496,2019
496,1995,1.74,496,1995
496,2005,1.22,496,2005
496,2010,1.13,496,2010
496,2015,1.06,496,2015
496,2019,1.0,496,2019
499,2005,1.02,499,2005
499,2010,1.0,499,2010
499,2015,1.0,499,2015
499,2018,0.95,499,2018
499,2019,1.0,499,2019
499,2020,1.0,499,2020
499,2005,1.03,499,2005
499,2010,1.03,499,2010
499,2015,1.02,499,2015
499,2018,1.01,499,2018
499,2019,1.02,499,2019
499,2020,1.02,499,2020
499,2005,1.07,499,2005
499,2010,1.06,499,2010
499,2015,1.01,499,2015
499,2020,1.04,499,2020
500,1995,0.97,500,1995
500,2005,0.93,500,2005
500,2018,1.1,500,2018
500,2019,1.14,500,2019
500,2005,1.05,500,2005
500,2018,1.12,500,2018
500,2019,1.08,500,2019
500,2005,1.2,500,2005
500,2018,1.22,500,2018
500,2019,0.99,500,2019
504,1995,0.74,504,1995
504,2005,0.91,504,2005
504,2010,0.94,504,2010
504,2015,0.95,504,2015
504,2018,0.96,504,2018
504,2019,0.97,504,2019
504,2020,0.97,504,2020
504,2005,0.85,504,2005
504,2010,0.87,504,2010
504,2018,0.92,504,2018
504,2019,0.93,504,2019
504,2020,0.95,504,2020
504,2005,0.88,504,2005
504,2010,0.95,504,2010
504,2018,0.98,504,2018
504,2019,1.0,504,2019
504,2020,1.04,504,2020
508,1995,0.71,508,1995
508,2005,0.83,508,2005
508,2010,0.89,508,2010
508,2015,0.91,508,2015
508,2018,0.93,508,2018
508,2019,0.93,508,2019
508,2020,0.94,508,2020
508,1995,0.61,508,1995
508,2005,0.68,508,2005
508,2010,0.8,508,2010
508,1995,0.53,508,1995
508,2005,0.62,508,2005
508,2010,0.74,508,2010
104,1995,0.94,104,1995
104,2005,1.0,104,2005
104,2010,0.99,104,2010
104,2018,0.96,104,2018
104,2005,0.96,104,2005
104,2010,1.05,104,2010
104,2018,1.09,104,2018
104,2005,0.99,104,2005
104,2010,1.1,104,2010
104,2018,1.19,104,2018
516,1995,0.98,516,1995
516,2005,0.98,516,2005
516,2010,0.96,516,2010
516,2018,0.97,516,2018
516,1995,1.15,516,1995
516,2005,1.11,516,2005
516,1995,0.97,516,1995
516,2005,1.03,516,2005
520,2005,0.94,520,2005
520,2019,0.99,520,2019
520,2020,1.03,520,2020
520,2005,1.03,520,2005
520,2019,1.04,520,2019
520,2019,0.86,520,2019
524,1995,0.69,524,1995
524,2005,0.91,524,2005
524,2010,1.08,524,2010
524,2015,1.06,524,2015
524,2019,1.02,524,2019
524,1995,0.59,524,1995
524,2005,0.81,524,2005
524,2010,0.98,524,2010
524,2015,1.05,524,2015
524,2019,1.07,524,2019
524,2020,1.03,524,2020
524,1995,0.56,524,1995
524,2005,0.76,524,2005
524,2010,0.95,524,2010
