Building Address Key,Building Key,Address Purpose,Address City Id,Is E911 Address,Street Number,Street Number Suffix,Pre Directional,Street Name,Street Suffix,Post Directional,City,State,Postal Code,Warehouse Load Date
64B-STREET,64B,STREET,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
64G-E911_1,64G,E911_1,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
64G-STREET,64G,STREET,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
64W-E911_1,64W,E911_1,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
64W-STREET,64W,STREET,24630,"",3,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
66-E911_1,66,E911_1,25344,"",25,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
66-MAIL,66,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
66-PARCL1,66,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
66-STREET,66,STREET,25344,"",25,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
NW16-E911_1,NW16,E911_1,634,"",167,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW16-PARCL1,NW16,PARCL1,"","",ALB167,"","","","","","","",02139,01/08/16 05:13 AM
NW16-STREET,NW16,STREET,634,"",167,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW17-E911_1,NW17,E911_1,633,"",175,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW17-PARCL1,NW17,PARCL1,"","",ALB175,"","","","","","","",02139,01/08/16 05:13 AM
NW17-STREET,NW17,STREET,633,"",175,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW20-E911_1,NW20,E911_1,27751,"",180,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW20-MAIL,NW20,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW20-PARCL1,NW20,PARCL1,"","",ALB144,"","","","","","","",02139,01/08/16 05:13 AM
NW20-STREET,NW20,STREET,27751,"",180,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW21-E911_1,NW21,E911_1,27847,"",190,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW21-PARCL1,NW21,PARCL1,"","",ALB180,"","","","","","","",02139,01/08/16 05:13 AM
NW21-STREET,NW21,STREET,27847,"",190,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW22-E911_1,NW22,E911_1,3689,"",185,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW22-E911_2,NW22,E911_2,"","",195,"","",ALBANY,"","",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW22-MAIL,NW22,MAIL,"","",195,"","",ALBANY,"","",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW22-PARCL1,NW22,PARCL1,"","",ALB185,"","","","","","","",02139,01/08/16 05:13 AM
NW22-STREET,NW22,STREET,3689,"",185,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW30-E911_1,NW30,E911_1,629,"",224,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW30-MAIL,NW30,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW30-PARCL1,NW30,PARCL1,"","",ALB224,"","","","","","","",02139,01/08/16 05:13 AM
NW30-STREET,NW30,STREET,629,"",224,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW35-E911_1,NW35,E911_1,31391,"",235,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW35-MAIL,NW35,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW35-STREET,NW35,STREET,31391,"",235,"","",ALBANY,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW61-E911_1,NW61,E911_1,16360,"",282,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW61-E911_2,NW61,E911_2,16357,"",290,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW61-MAIL,NW61,MAIL,"","",292-290,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW61-PARCL1,NW61,PARCL1,"","",MAS282,"","","","","","","",02139,01/08/16 05:13 AM
NW61-STREET,NW61,STREET,"","",292-290,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW86-E911_1,NW86,E911_1,2807,"",70,"","",PACIFIC,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW86-E911_2,NW86,E911_2,"","",100,"","",SIDNEY,"","",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW86-MAIL,NW86,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW86-STREET,NW86,STREET,2807,"",70,"","",PACIFIC,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW86P-E911_1,NW86P,E911_1,2807,"",70,"","",PACIFIC,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW86P-E911_2,NW86P,E911_2,"","",100,"","",SIDNEY,"","",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW86P-MAIL,NW86P,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
NW86P-STREET,NW86P,STREET,2807,"",70,"","",PACIFIC,ST,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
OC1-E911_1,OC1,E911_1,"","",80,"","",HAVEN,ST,"",DEDHAM,MA,02026,01/08/16 05:13 AM
OC1-STREET,OC1,STREET,"","",80,"","",HAVEN,ST,"",DEDHAM,MA,02026,01/08/16 05:13 AM
OC1A-E911_1,OC1A,E911_1,"","",80,"","",HAVEN,ST,"",DEDHAM,MA,02026,01/08/16 05:13 AM
OC1A-MAIL,OC1A,MAIL,"","",80,"","",HAVEN,ST,"",DEDHAM,MA,02026,01/08/16 05:13 AM
OC1A-STREET,OC1A,STREET,"","",80,"","",HAVEN,ST,"",DEDHAM,MA,02026,01/08/16 05:13 AM
OC6-E911_1,OC6,E911_1,"","",645,"","",SUMMER,ST,"",BOSTON,MA,02210,01/08/16 05:13 AM
OC6-MAIL,OC6,MAIL,"","",77,"","",MASSACHUSETTS,AVE,(Rear),CAMBRIDGE,MA,02139,01/08/16 05:13 AM
OC6-STREET,OC6,STREET,"","",645,"","",SUMMER,ST,"",BOSTON,MA,02210,01/08/16 05:13 AM
OC100-E911_1,OC100,E911_1,"","",820,"","",FIRST,ST,NE,WASHINGTON,DC,20002,01/08/16 05:13 AM
OC100-STREET,OC100,STREET,"","",820,"","",FIRST,ST,NE,WASHINGTON,DC,20002,01/08/16 05:13 AM
OC11-E911_1,OC11,E911_1,"","",1,"","",SUMMER,ST,"",BOSTON,MA,02110,01/08/16 05:13 AM
OC11-MAIL,OC11,MAIL,"","",1,"","",SUMMER,ST,"",BOSTON,MA,02110,01/08/16 05:13 AM
OC11-STREET,OC11,STREET,"","",1,"","",SUMMER,ST,"",BOSTON,MA,02110,01/08/16 05:13 AM
OC19A-E911_1,OC19A,E911_1,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,01/08/16 05:13 AM
OC19A-STREET,OC19A,STREET,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,01/08/16 05:13 AM
OC19B-E911_1,OC19B,E911_1,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,01/08/16 05:13 AM
OC19B-STREET,OC19B,STREET,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,01/08/16 05:13 AM
OC19C-E911_1,OC19C,E911_1,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,01/08/16 05:13 AM
OC19C-STREET,OC19C,STREET,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,01/08/16 05:13 AM
OC19D-E911_1,OC19D,E911_1,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,01/08/16 05:13 AM
OC19D-STREET,OC19D,STREET,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,01/08/16 05:13 AM
OC19E-E911_1,OC19E,E911_1,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,01/08/16 05:13 AM
OC19E-STREET,OC19E,STREET,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,01/08/16 05:13 AM
OC19F-E911_1,OC19F,E911_1,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,01/08/16 05:13 AM
OC19F-STREET,OC19F,STREET,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,01/08/16 05:13 AM
OC19G-E911_1,OC19G,E911_1,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,01/08/16 05:13 AM
OC19G-STREET,OC19G,STREET,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,01/08/16 05:13 AM
OC19H-E911_1,OC19H,E911_1,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,01/08/16 05:13 AM
OC19H-STREET,OC19H,STREET,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,01/08/16 05:13 AM
OC19J-E911_1,OC19J,E911_1,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,01/08/16 05:13 AM
OC19J-STREET,OC19J,STREET,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,01/08/16 05:13 AM
OC19K-E911_1,OC19K,E911_1,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,01/08/16 05:13 AM
OC19K-STREET,OC19K,STREET,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,01/08/16 05:13 AM
OC19L-E911_1,OC19L,E911_1,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,01/08/16 05:13 AM
OC19L-STREET,OC19L,STREET,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,01/08/16 05:13 AM
OC19M-E911_1,OC19M,E911_1,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,01/08/16 05:13 AM
OC19M-STREET,OC19M,STREET,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,01/08/16 05:13 AM
OC19N-E911_1,OC19N,E911_1,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,01/08/16 05:13 AM
OC19N-STREET,OC19N,STREET,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,01/08/16 05:13 AM
OC19Q-E911_1,OC19Q,E911_1,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,01/08/16 05:13 AM
OC19Q-STREET,OC19Q,STREET,"","",21,"","",MANNING,AVE,"",MIDDLETON,MA,01949,01/08/16 05:13 AM
OC20-E911_1,OC20,E911_1,"","",8,"","",TYLER,ST,"",SOMERVILLE,MA,02143,01/08/16 05:13 AM
OC20-STREET,OC20,STREET,"","",8,"","",TYLER,ST,"",SOMERVILLE,MA,02143,01/08/16 05:13 AM
OC21-E911_1,OC21,E911_1,"","",50,"","",GROTON,RD,"",WESTFORD,MA,01886,01/08/16 05:13 AM
OC21-MAIL,OC21,MAIL,"","",50,"","",GROTON,RD,"",WESTFORD,MA,01886,01/08/16 05:13 AM
OC21-STREET,OC21,STREET,"","",50,"","",GROTON,RD,"",WESTFORD,MA,01886,01/08/16 05:13 AM
OC22-E911_1,OC22,E911_1,"","",50,"","",GROTON,RD,"",WESTFORD,MA,01886,01/08/16 05:13 AM
OC22-MAIL,OC22,MAIL,"","",50,"","",GROTON,RD,"",WESTFORD,MA,01886,01/08/16 05:13 AM
OC22-STREET,OC22,STREET,"","",50,"","",GROTON,RD,"",WESTFORD,MA,01886,01/08/16 05:13 AM
OC23-E911_1,OC23,E911_1,"","",50,"","",GROTON,RD,"",WESTFORD,MA,01886,01/08/16 05:13 AM
OC23-MAIL,OC23,MAIL,"","",50,"","",GROTON,RD,"",WESTFORD,MA,01886,01/08/16 05:13 AM
OC23-STREET,OC23,STREET,"","",50,"","",GROTON,RD,"",WESTFORD,MA,01886,01/08/16 05:13 AM
OC24-E911_1,OC24,E911_1,"","",50,"","",GROTON,RD,"",WESTFORD,MA,01886,01/08/16 05:13 AM
OC24-MAIL,OC24,MAIL,"","",50,"","",GROTON,RD,"",WESTFORD,MA,01886,01/08/16 05:13 AM
OC24-STREET,OC24,STREET,"","",50,"","",GROTON,RD,"",WESTFORD,MA,01886,01/08/16 05:13 AM
OC25-E911_1,OC25,E911_1,"","",50,"","",GROTON,RD,"",WESTFORD,MA,01886,01/08/16 05:13 AM
OC25-MAIL,OC25,MAIL,"","",50,"","",GROTON,RD,"",WESTFORD,MA,01886,01/08/16 05:13 AM
OC25-STREET,OC25,STREET,"","",50,"","",GROTON,RD,"",WESTFORD,MA,01886,01/08/16 05:13 AM
OC26-E911_1,OC26,E911_1,"","",50,"","",GROTON,RD,"",WESTFORD,MA,01886,01/08/16 05:13 AM
OC26-MAIL,OC26,MAIL,"","",50,"","",GROTON,RD,"",WESTFORD,MA,01886,01/08/16 05:13 AM
68-E911_1,68,E911_1,25345,"",31,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
68-MAIL,68,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
68-PARCL1,68,PARCL1,"","",AME31,"","","","","","","",02142,01/08/16 05:13 AM
68-STREET,68,STREET,25345,"",31,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
76-E911_1,76,E911_1,31707,"",500,"","",MAIN,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
76-MAIL,76,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
76-STREET,76,STREET,31707,"",500,"","",MAIN,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E1-E911_1,E1,E911_1,24118,"",111,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E1-MAIL,E1,MAIL,24118,"",111,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E1-PARCL1,E1,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E1-STREET,E1,STREET,24118,"",111,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E2-E911_1,E2,E911_1,29136,"",4,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E2-E911_2,E2,E911_2,"","",70,"","",AMHERST,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E2-MAIL,E2,MAIL,"","",70,"","",AMHERST,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E2-PARCL1,E2,PARCL1,"","",MEM106,"","","","","",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E2-STREET,E2,STREET,29136,"",4,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E14-E911_1,E14,E911_1,31393,"",75,"","",AMHERST,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E14-MAIL,E14,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
E14-STREET,E14,STREET,31393,"",75,"","",AMHERST,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E15-E911_1,E15,E911_1,25342,"",20,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E15-MAIL,E15,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
E15-PARCL1,E15,PARCL1,"","",MAI364,"","","","","","","",02142,01/08/16 05:13 AM
E15-PARCL2,E15,PARCL2,"","",AME12,"","","","","","","",02142,01/08/16 05:13 AM
E15-STREET,E15,STREET,25342,"",20,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E17-E911_1,E17,E911_1,29173,"",40,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E17-MAIL,E17,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
E17-PARCL1,E17,PARCL1,"","",MAI364,"","","","","","","",02142,01/08/16 05:13 AM
E17-STREET,E17,STREET,29173,"",40,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E18-E911_1,E18,E911_1,29507,"",50,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E18-MAIL,E18,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
E18-PARCL1,E18,PARCL1,"","",MAI364,"","","","","","","",02142,01/08/16 05:13 AM
E18-STREET,E18,STREET,29507,"",50,"","",AMES,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E19-E911_1,E19,E911_1,25938,"",400,"","",MAIN,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E19-MAIL,E19,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
E19-PARCL1,E19,PARCL1,"","",MAI364,"","","","","","","",02142,01/08/16 05:13 AM
E19-STREET,E19,STREET,25938,"",400,"","",MAIN,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E23-E911_1,E23,E911_1,25550,"",25,"","",CARLETON,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E23-MAIL,E23,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
E23-PARCL1,E23,PARCL1,"","",CAR1,"","","","","","","",02142,01/08/16 05:13 AM
E23-PARCL2,E23,PARCL2,"","",CAR45,"","","","","","","",02142,01/08/16 05:13 AM
E23-STREET,E23,STREET,25550,"",25,"","",CARLETON,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E25-E911_1,E25,E911_1,733,"",45,"","",CARLETON,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E25-MAIL,E25,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
E25-PARCL1,E25,PARCL1,"","",DEA18,"","","","","","","",02142,01/08/16 05:13 AM
E25-PARCL2,E25,PARCL2,"","",CAR45,"","","","","","","",02142,01/08/16 05:13 AM
E25-PARCL3,E25,PARCL3,"","",MAI364,"","","","","","","",02142,01/08/16 05:13 AM
E25-STREET,E25,STREET,733,"",45,"","",CARLETON,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E33-E911_1,E33,E911_1,738,"",34,"","",CARLETON,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E33-MAIL,E33,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
E33-PARCL1,E33,PARCL1,"","",HAY1,"","","","","","","",02142,01/08/16 05:13 AM
E33-STREET,E33,STREET,738,"",34,"","",CARLETON,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E34-E911_1,E34,E911_1,14130,"",42,"","",CARLETON,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E34-E911_2,E34,E911_2,31043,"",44,"","",CARLETON,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E34-MAIL,E34,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
E34-PARCL1,E34,PARCL1,"","",HAY1,"","","","","","","",02142,01/08/16 05:13 AM
E34-STREET,E34,STREET,"","",42-44,"","",CARLETON,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E38-E911_1,E38,E911_1,742,"",292,"","",MAIN,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E38-MAIL,E38,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
E38-PARCL1,E38,PARCL1,"","",MAI292,"","","","","","","",02142,01/08/16 05:13 AM
E38-STREET,E38,STREET,742,"",292,"","",MAIN,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E39-E911_1,E39,E911_1,29,"",264,"","",MAIN,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E39-E911_2,E39,E911_2,"","",290,"","",MAIN,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E39-E911_3,E39,E911_3,"","",55,"","",HAYWARD,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E39-MAIL,E39,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
E39-PARCL1,E39,PARCL1,"","",MAI264,"","","","","","","",02142,01/08/16 05:13 AM
E39-STREET,E39,STREET,"","",290,"","",MAIN,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E40-E911_1,E40,E911_1,26457,"",1,"","",AMHERST,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E40-MAIL,E40,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
E40-PARCL1,E40,PARCL1,"","",AMH1,"","","","","","","",02142,01/08/16 05:13 AM
E40-STREET,E40,STREET,26457,"",1,"","",AMHERST,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E48-E911_1,E48,E911_1,5406,"",238,"","",MAIN,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E48-E911_2,E48,E911_2,"","",242,"","",MAIN,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E48-E911_3,E48,E911_3,"","",250,"","",MAIN,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E48-E911_4,E48,E911_4,"","",226,"","",MAIN,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E48-MAIL,E48,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
E48-PARCL1,E48,PARCL1,"","",MAI238,"","","","","","","",02142,01/08/16 05:13 AM
E48-STREET,E48,STREET,5406,"",238,"","",MAIN,ST,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E51-E911_1,E51,E911_1,739,"",70,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E51-MAIL,E51,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
E51-PARCL1,E51,PARCL1,"","",MEM70A,"","","","","","","",02142,01/08/16 05:13 AM
E51-STREET,E51,STREET,739,"",70,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E52-E911_1,E52,E911_1,740,"",50,"","",MEMORIAL,DR,"",CAMBRIDGE,MA,02142,01/08/16 05:13 AM
E52-MAIL,E52,MAIL,708,"",77,"","",MASSACHUSETTS,AVE,"",CAMBRIDGE,MA,02139,01/08/16 05:13 AM
E52-PARCL1,E52,PARCL1,"","",WAD30,"","","","","","","",02142,01/08/16 05:13 AM
