Building Key,Floor2,Floor Key,Ext Gross Area,Assignable Area,Non Assignable Area,Floor Sort Sequence,Level Id,Building Wings Id,Access Level,Warehouse Load Date
E1,1,E1-1,"6,003.37","3,451.84","1,895.77",1,1,"",2,01/08/16 05:13 AM
E1,2,E1-2,"5,156.49","3,500.3",960.55,2,2,"",2,01/08/16 05:13 AM
E1,3,E1-3,"1,653.4","1,169.22",184.76,3,3,"",2,01/08/16 05:13 AM
E2,0,E2-0,"12,633.33","7,188.93","3,520.09",0,0,"",2,01/08/16 05:13 AM
E2,1,E2-1,"12,630.8","6,302.48","4,330.17",1,1,"",2,01/08/16 05:13 AM
E2,2,E2-2,"12,110.74","7,233.11","2,931.08",2,2,"",2,01/08/16 05:13 AM
E2,3,E2-3,"12,149.24","7,134.29","3,067.35",3,3,"",2,01/08/16 05:13 AM
E2,4,E2-4,"11,257.54","6,262.16","3,180.15",4,4,"",2,01/08/16 05:13 AM
E2,5,E2-5,"2,310.1",803.97,988.46,5,5,"",2,01/08/16 05:13 AM
E2,6,E2-6,"1,755.58","1,041.81",543,6,6,"",2,01/08/16 05:13 AM
E14,0,E14-0,"33,463.85","1,184.97","29,348.44",0,0,"",2,01/08/16 05:13 AM
E14,1,E14-1,"26,623.94","11,323.4","13,339.88",1,1,"",2,01/08/16 05:13 AM
E14,2,E14-2,"20,994.92","11,318.03","7,730",2,2,"",2,01/08/16 05:13 AM
E14,3,E14-3,"23,647.65","13,028.68","8,807.05",3,3,"",2,01/08/16 05:13 AM
E14,4,E14-4,"19,940.58","10,949.93","7,149.23",4,4,"",2,01/08/16 05:13 AM
E14,5,E14-5,"21,824.6","12,783.53","6,871.51",5,5,"",2,01/08/16 05:13 AM
E14,6,E14-6,"21,272.03","13,630.3","5,209.67",6,6,"",2,01/08/16 05:13 AM
E14,7,E14-7,"6,107.64",149.31,"4,826.83",7,7,"",2,01/08/16 05:13 AM
E15,0,E15-0,"30,270.35","16,256.39","11,907.65",0,0,"",2,01/08/16 05:13 AM
E15,1,E15-1,"20,969.59","12,773.75","6,659.45",1,1,"",2,01/08/16 05:13 AM
E15,2,E15-2,"12,884.8","8,969.58","2,509.98",2,2,"",2,01/08/16 05:13 AM
E15,3,E15-3,"25,237.35","20,848.62","2,713.17",3,3,"",2,01/08/16 05:13 AM
E15,4,E15-4,"25,235.17","20,540.01","2,893.66",4,4,"",2,01/08/16 05:13 AM
E15,5,E15-5,"5,734.16",0,"5,263.77",5,5,"",2,01/08/16 05:13 AM
E17,0,E17-0,"7,492.9","2,266.06","4,610.67",0,0,"",2,01/08/16 05:13 AM
E17,1,E17-1,"13,378.68","8,783.45","3,355.66",1,1,"",2,01/08/16 05:13 AM
E17,2,E17-2,"12,573.88","10,091.51","1,207.8",2,2,"",2,01/08/16 05:13 AM
E17,3,E17-3,"12,491.96","9,975.75","1,344.68",3,3,"",2,01/08/16 05:13 AM
E17,4,E17-4,"12,488.01","10,094.04","1,167.91",4,4,"",2,01/08/16 05:13 AM
E17,5,E17-5,"11,644.72","7,076.18","3,351.01",5,5,"",2,01/08/16 05:13 AM
E17,6,E17-6,"7,240.04","5,831.18",800.88,6,6,"",0,01/08/16 05:13 AM
E17,7,E17-7,"6,207.85",0,"5,673.68",7,7,"",2,01/08/16 05:13 AM
E18,0,E18-0,"18,907.09","6,763.78","10,542.58",0,0,"",2,01/08/16 05:13 AM
E18,1,E18-1,"15,048.91","10,652.03","3,449.13",1,1,"",2,01/08/16 05:13 AM
E18,2,E18-2,"12,568.93","9,351.5","1,928.29",2,2,"",2,01/08/16 05:13 AM
E18,3,E18-3,"12,582.56","9,374.72","2,107.06",3,3,"",2,01/08/16 05:13 AM
E18,4,E18-4,"12,260.74","9,097.83","2,098.4",4,4,"",2,01/08/16 05:13 AM
E18,5,E18-5,"13,572.99","9,886.79","2,366.14",5,5,"",0,01/08/16 05:13 AM
E18,6,E18-6,"17,977.96","13,682.57","2,858.12",6,6,"",2,01/08/16 05:13 AM
E18,7,E18-7,"9,880.01",0,"9,254.1",7,7,"",2,01/08/16 05:13 AM
E19,0,E19-0,"18,476.4","7,710.46","9,407.71",0,0,"",2,01/08/16 05:13 AM
E19,1,E19-1,"18,743.67","13,450.52","4,041.68",1,1,"",2,01/08/16 05:13 AM
E19,2,E19-2,"18,635.59","13,836.92","3,301.06",2,2,"",2,01/08/16 05:13 AM
E19,3,E19-3,"18,583.22","13,677.19","3,522.44",3,3,"",2,01/08/16 05:13 AM
E19,4,E19-4,"18,945.51","12,328.01","5,246.91",4,4,"",2,01/08/16 05:13 AM
E19,5,E19-5,"18,511.38","13,481.44","3,244.89",5,5,"",2,01/08/16 05:13 AM
E19,6,E19-6,"18,488.28","13,732.2","3,382.6",6,6,"",2,01/08/16 05:13 AM
E19,7,E19-7,"18,420.9","12,580.1","4,600.95",7,7,"",2,01/08/16 05:13 AM
E19,8,E19-8,937.48,0,821.21,8,8,"",2,01/08/16 05:13 AM
E23,0,E23-0,"20,713.03","8,963.39","9,526.91",0,0,"",2,01/08/16 05:13 AM
E23,1,E23-1,"21,144.27","12,753.36","5,907.83",1,1,"",2,01/08/16 05:13 AM
E23,2,E23-2,"19,601.93","14,277.19","2,812.43",2,2,"",2,01/08/16 05:13 AM
E23,3,E23-3,"19,668.82","14,349.75","2,822.57",3,3,"",2,01/08/16 05:13 AM
E23,4,E23-4,"14,298.03","10,365.58","1,981.78",4,4,"",2,01/08/16 05:13 AM
E23,5,E23-5,"6,387.17","4,564",797.01,5,5,"",2,01/08/16 05:13 AM
E25,0,E25-0,"29,417.02","14,611.33","11,368.86",0,0,"",0,01/08/16 05:13 AM
E25,1,E25-1,"28,217.74","14,503.43","11,115.67",1,1,"",2,01/08/16 05:13 AM
E25,2,E25-2,"18,864.69","12,004.01","4,214.71",2,2,"",2,01/08/16 05:13 AM
E25,3,E25-3,"19,042.01","11,605.16","5,118.31",3,3,"",2,01/08/16 05:13 AM
E25,4,E25-4,"18,980.53","12,399.15","4,063.68",4,4,"",2,01/08/16 05:13 AM
E25,5,E25-5,"18,556.05","12,283.38","3,661.24",5,5,"",2,01/08/16 05:13 AM
E25,6,E25-6,"18,811.93","12,906.67","3,792.91",6,6,"",2,01/08/16 05:13 AM
E25,7,E25-7,"4,786.39",0,"4,300.95",7,7,"",2,01/08/16 05:13 AM
E33,1,E33-1,"5,492.46","4,771.56",277.81,1,1,"",2,01/08/16 05:13 AM
E33,2,E33-2,"2,487.16","2,135.43",25.65,2,2,"",2,01/08/16 05:13 AM
E34,0,E34-0,656.1,0,512.5,0,0,"",2,01/08/16 05:13 AM
E34,1,E34-1,"5,358.65","3,120.56","1,684.58",1,1,"",2,01/08/16 05:13 AM
E34,2,E34-2,"5,349.9","3,535.81","1,298.26",2,2,"",2,01/08/16 05:13 AM
E34,3,E34-3,"5,313.54","2,911.66","1,815.18",3,3,"",2,01/08/16 05:13 AM
E34,4,E34-4,"5,289.55","2,621.63","2,005.24",4,4,"",2,01/08/16 05:13 AM
E34,5,E34-5,"5,253.76","3,733.91",978.1,5,5,"",2,01/08/16 05:13 AM
E34,6,E34-6,202.57,0,149.35,6,6,"",2,01/08/16 05:13 AM
E38,0,E38-0,"8,774.44","6,095.14","1,801.82",0,0,"",2,01/08/16 05:13 AM
E38,1,E38-1,"8,711.08","5,434.61","2,668.92",1,1,"",2,01/08/16 05:13 AM
E38,2,E38-2,"8,711.08","6,052.66","1,912.09",2,2,"",2,01/08/16 05:13 AM
E38,3,E38-3,"8,668","7,070.24",918.85,3,3,"",2,01/08/16 05:13 AM
E38,4,E38-4,"8,722.04","6,976.88","1,018.74",4,4,"",2,01/08/16 05:13 AM
E38,5,E38-5,"8,759.2","6,068.34","1,972.67",5,5,"",2,01/08/16 05:13 AM
E38,6,E38-6,"8,682.67","6,764.16","1,150.3",6,6,"",2,01/08/16 05:13 AM
E38,7,E38-7,"5,366.13","3,940.47",831.13,7,7,"",2,01/08/16 05:13 AM
E38,8,E38-8,136.11,0,121,8,8,"",2,01/08/16 05:13 AM
E39,0,E39-0,"4,836.9","3,792.86",149.16,0,0,"",2,01/08/16 05:13 AM
E39,1,E39-1,"1,509.09","1,004.94",4.95,1,1,"",2,01/08/16 05:13 AM
E39,2,E39-2,"10,714.41","8,085.48",689.32,2,2,"",2,01/08/16 05:13 AM
E39,3,E39-3,"10,600.79","8,766.96",546.66,3,3,"",2,01/08/16 05:13 AM
E40,0,E40-0,"22,041.33","6,112.49","13,903.68",0,0,"",2,01/08/16 05:13 AM
E40,1,E40-1,"21,234.27","15,922.01","3,053.46",1,1,"",2,01/08/16 05:13 AM
E40,2,E40-2,"20,883.04","16,430.29","2,332.39",2,2,"",2,01/08/16 05:13 AM
E40,3,E40-3,"20,772.42","15,853.32","2,812",3,3,"",2,01/08/16 05:13 AM
E40,4,E40-4,"20,908.21","16,922.49","1,857.47",4,4,"",2,01/08/16 05:13 AM
E40,5,E40-5,875.3,0,616.99,5,5,"",2,01/08/16 05:13 AM
E48,2,E48-2,"16,113.43","13,894.89",206.74,2,2,"",2,01/08/16 05:13 AM
E48,3,E48-3,"2,683.63","1,595.29",0,3,3,"",2,01/08/16 05:13 AM
E48,4,E48-4,"10,283.51","8,472.01",300.21,4,4,"",2,01/08/16 05:13 AM
E48,5,E48-5,"15,241.19","13,167.82",201.47,5,5,"",2,01/08/16 05:13 AM
E51,0,E51-0,"25,475.51","10,878.07","11,761.82",0,0,"",2,01/08/16 05:13 AM
E51,1,E51-1,"22,426.26","12,361.93","7,156.31",1,1,"",2,01/08/16 05:13 AM
E51,2,E51-2,"24,518.85","12,213.52","9,242.06",2,2,"",2,01/08/16 05:13 AM
E51,3,E51-3,"25,652.78","16,370.25","6,466.55",3,3,"",2,01/08/16 05:13 AM
E51,4,E51-4,"9,917.36",436.19,"8,345.27",4,4,"",2,01/08/16 05:13 AM
E52,0,E52-0,"20,160.26","11,442.08","6,712.72",0,0,"",2,01/08/16 05:13 AM
E52,1,E52-1,"19,852.21","10,137.44","7,413.32",1,1,"",2,01/08/16 05:13 AM
E52,2,E52-2,"18,295.45","11,064.77","5,013.56",2,2,"",2,01/08/16 05:13 AM
E52,3,E52-3,"19,919.82","12,080.68","5,437.37",3,3,"",2,01/08/16 05:13 AM
E52,4,E52-4,"19,907.09","14,100.23","3,560.36",4,4,"",2,01/08/16 05:13 AM
E52,5,E52-5,"19,907.09","14,506.8","3,235.19",5,5,"",2,01/08/16 05:13 AM
E52,6,E52-6,"19,687.88","12,419.62","5,145",6,6,"",2,01/08/16 05:13 AM
E52,7,E52-7,"6,220.32","1,175","4,459.98",7,7,"",2,01/08/16 05:13 AM
E53,0,E53-0,"26,364.9","14,364.08","10,659.23",0,0,"",2,01/08/16 05:13 AM
E53,1,E53-1,"14,229.92","10,619.88","2,482.14",1,1,"",2,01/08/16 05:13 AM
E53,2,E53-2,"16,902.33","13,369.34","2,208.56",2,2,"",2,01/08/16 05:13 AM
E53,3,E53-3,"18,491.87","12,596.93","4,394.48",3,3,"",2,01/08/16 05:13 AM
E53,4,E53-4,"18,315.08","12,324.53","4,535.27",4,4,"",2,01/08/16 05:13 AM
E53,5,E53-5,"1,141",0,"1,015.48",5,5,"",2,01/08/16 05:13 AM
E55,0,E55-0,"5,810.28","1,042.94","4,044.94",0,0,"",2,01/08/16 05:13 AM
E55,1,E55-1,"4,735.37","3,549.87",571.96,1,1,"",2,01/08/16 05:13 AM
E55,10,E55-10,"5,788.33","4,183.01",835.7,10,10,"",2,01/08/16 05:13 AM
E55,11,E55-11,"5,788.33","4,183.01",835.7,11,11,"",2,01/08/16 05:13 AM
E55,12,E55-12,"5,788.33","4,183.01",835.7,12,12,"",2,01/08/16 05:13 AM
E55,13,E55-13,"5,788.33","4,183.01",835.7,13,13,"",2,01/08/16 05:13 AM
E55,14,E55-14,"5,788.33","4,183.01",835.7,14,14,"",2,01/08/16 05:13 AM
E55,15,E55-15,"5,788.33","4,183.01",827.21,15,15,"",2,01/08/16 05:13 AM
E55,16,E55-16,"5,788.33","4,183.01",835.7,16,16,"",2,01/08/16 05:13 AM
E55,17,E55-17,"5,788.33","4,183.01",835.7,17,17,"",2,01/08/16 05:13 AM
E55,18,E55-18,"5,788.33","4,183.01",835.7,18,18,"",2,01/08/16 05:13 AM
E55,19,E55-19,"5,788.33","4,183.01",835.7,19,19,"",2,01/08/16 05:13 AM
E55,2,E55-2,"5,788.33","4,183.01",835.7,2,2,"",2,01/08/16 05:13 AM
E55,20,E55-20,"5,788.33","4,183.01",835.7,20,20,"",2,01/08/16 05:13 AM
E55,21,E55-21,"5,788.33","4,183.01",835.7,21,21,"",2,01/08/16 05:13 AM
E55,22,E55-22,"5,788.33","4,183.01",835.7,22,22,"",2,01/08/16 05:13 AM
E55,23,E55-23,"5,788.33","4,163.85",861.6,23,23,"",2,01/08/16 05:13 AM
E55,24,E55-24,"5,788.33","4,163.85",738.27,24,24,"",2,01/08/16 05:13 AM
E55,25,E55-25,"5,788.33","4,163.85",861.6,25,25,"",2,01/08/16 05:13 AM
E55,26,E55-26,"5,788.33","4,163.85",861.6,26,26,"",2,01/08/16 05:13 AM
E55,27,E55-27,"5,788.33","4,163.85",861.6,27,27,"",2,01/08/16 05:13 AM
E55,28,E55-28,"5,788.33","4,163.85",861.6,28,28,"",2,01/08/16 05:13 AM
E55,29,E55-29,"4,819.92","3,098.69","1,083.42",29,29,"",2,01/08/16 05:13 AM
E55,3,E55-3,"5,788.33","4,183.01",835.7,3,3,"",2,01/08/16 05:13 AM
E55,30,E55-30,658.85,0,470.3,30,30,"",2,01/08/16 05:13 AM
E55,4,E55-4,"5,788.33","4,183.01",835.7,4,4,"",2,01/08/16 05:13 AM
E55,5,E55-5,"5,788.33","4,183.01",835.7,5,5,"",2,01/08/16 05:13 AM
E55,6,E55-6,"5,788.33","4,183.01",835.7,6,6,"",2,01/08/16 05:13 AM
E55,7,E55-7,"5,788.33","4,183.01",835.7,7,7,"",2,01/08/16 05:13 AM
E55,8,E55-8,"5,788.33","4,183.01",835.7,8,8,"",2,01/08/16 05:13 AM
E55,9,E55-9,"5,788.33","4,183.01",835.7,9,9,"",2,01/08/16 05:13 AM
E60,0,E60-0,"8,229.7","1,856.47","4,874.85",0,0,"",2,01/08/16 05:13 AM
E60,1,E60-1,"7,364.23","3,309.11","2,953.55",1,1,"",2,01/08/16 05:13 AM
E60,2,E60-2,"7,361.28","3,826.97","2,556.76",2,2,"",2,01/08/16 05:13 AM
E60,3,E60-3,"7,174.9","3,822.32","2,428.49",3,3,"",2,01/08/16 05:13 AM
E62,00,E62-00,"61,441.29","55,257.88","3,646.93",-1,-1,"",3,01/08/16 05:13 AM
E62,000,E62-000,"61,489.29","56,008.85","2,269.43",-2,-2,"",3,01/08/16 05:13 AM
E62,0000,E62-0000,"14,923.96","13,006.32",543.62,-3,-3,"",3,01/08/16 05:13 AM
E62,0,E62-0,"58,114.95","42,352.61","11,251.6",0,0,"",1,01/08/16 05:13 AM
E62,1,E62-1,"40,618.07","18,771.63","17,951.06",1,1,"",2,01/08/16 05:13 AM
E62,2,E62-2,"33,733.1","18,030.63","11,283.21",2,2,"",2,01/08/16 05:13 AM
E62,3,E62-3,"30,353.35","18,302.75","8,625.22",3,3,"",2,01/08/16 05:13 AM
E62,4,E62-4,"30,613.9","17,836.54","9,347.5",4,4,"",2,01/08/16 05:13 AM
E62,5,E62-5,"31,019.98","18,377.4","9,095.97",5,5,"",2,01/08/16 05:13 AM
E62,6,E62-6,"30,555.08","17,880.09","9,338.7",6,6,"",2,01/08/16 05:13 AM
E62,7,E62-7,"12,171",0,"10,710.24",7,7,"",2,01/08/16 05:13 AM
E70,12,E70-12,"16,916.85","13,967.73",0,12,12,"",3,01/08/16 05:13 AM
E70,6,E70-6,"10,829.71","9,239.08",0,6,6,"",2,01/08/16 05:13 AM
E70,8,E70-8,"9,048.06","3,082.33",0,8,8,"",2,01/08/16 05:13 AM
E90,9,E90-9,"27,152.05","25,503.15",70.33,9,"","",1,01/08/16 05:13 AM
E90,12,E90-12,"14,245.56","12,562.76",152.18,12,12,"",3,01/08/16 05:13 AM
E94,15,E94-15,"15,506.61","14,099.82",205.19,15,15,"",3,01/08/16 05:13 AM
EE19,3,EE19-3,"20,514.89","18,402.12",117.63,3,3,"",1,01/08/16 05:13 AM
EE20,4,EE20-4,"17,637.21","15,924.72",300.29,4,4,"",3,01/08/16 05:13 AM
EE20,6,EE20-6,"13,456.3","12,166.29",124.68,6,6,"",3,01/08/16 05:13 AM
N4,0,N4-0,"20,925","16,707.48","3,345.68",0,0,"",2,01/08/16 05:13 AM
N4,1,N4-1,"16,275.52","15,088.75",427.31,1,1,"",2,01/08/16 05:13 AM
N4,2,N4-2,"15,513.92","14,446.08",289.9,2,2,"",2,01/08/16 05:13 AM
N4,3,N4-3,"14,351.63","13,393.42",282.63,3,3,"",2,01/08/16 05:13 AM
N4,4,N4-4,"15,513.92","14,446.08",289.9,4,4,"",2,01/08/16 05:13 AM
N4,5,N4-5,"14,351.63","13,393.42",282.63,5,5,"",2,01/08/16 05:13 AM
N4,6,N4-6,"15,513.92","14,446.08",289.9,6,6,"",2,01/08/16 05:13 AM
N4,7,N4-7,"14,351.63","13,393.42",282.63,7,7,"",2,01/08/16 05:13 AM
N4,8,N4-8,"16,234.97","14,553.61",289.9,8,8,"",2,01/08/16 05:13 AM
N9,1,N9-1,"5,882.04","5,345.16",160.86,1,1,"",2,01/08/16 05:13 AM
N10,0,N10-0,718,525.31,4.28,0,0,"",2,01/08/16 05:13 AM
N10,1,N10-1,"4,888.72","3,837.06",261.49,1,1,"",2,01/08/16 05:13 AM
N10,2,N10-2,"4,478.14","3,745.29",366.16,2,2,"",2,01/08/16 05:13 AM
N16,0,N16-0,"3,211.26",0,"2,919.93",0,0,"",2,01/08/16 05:13 AM
N16,1,N16-1,"6,232.75",0,"5,947.76",1,1,"",2,01/08/16 05:13 AM
N16,2,N16-2,"11,702.62",0,"6,801.15",2,2,"",2,01/08/16 05:13 AM
N16,3,N16-3,"10,187.82",0,"9,360.61",3,3,"",2,01/08/16 05:13 AM
N16A,0,N16A-0,"4,643.63",0,"4,313.32",0,0,"",2,01/08/16 05:13 AM
N16A,1,N16A-1,646.09,0,326.45,1,1,"",2,01/08/16 05:13 AM
N16A,2,N16A-2,"4,476.39",0,"4,012.6",2,2,"",2,01/08/16 05:13 AM
N16B,1,N16B-1,543.47,0,511.42,1,1,"",2,01/08/16 05:13 AM
N16B,2,N16B-2,706.25,0,649.16,2,2,"",2,01/08/16 05:13 AM
N16C,1,N16C-1,"2,925.3",155.39,"2,705.41",1,1,"",2,01/08/16 05:13 AM
N51,0,N51-0,"1,431.2","1,066.13",124.04,0,0,"",2,01/08/16 05:13 AM
N51,1,N51-1,"17,248.03","13,938.66","2,041.18",1,1,"",2,01/08/16 05:13 AM
N51,2,N51-2,"12,942.66","9,073.29","2,756.76",2,2,"",2,01/08/16 05:13 AM
N51,3,N51-3,"13,359.04","8,566.52","3,496.2",3,3,"",2,01/08/16 05:13 AM
N52,0,N52-0,"20,484.79","10,299.97","7,954.88",0,0,"",2,01/08/16 05:13 AM
N52,1,N52-1,"20,345.55","13,772.15","4,503.7",1,1,"",2,01/08/16 05:13 AM
N52,2,N52-2,"20,995.73","16,060.88","2,800.87",2,2,"",2,01/08/16 05:13 AM
N52,3,N52-3,"20,947.34","15,292.51","3,378.43",3,3,"",2,01/08/16 05:13 AM
N52,4,N52-4,"20,874.62","16,094.91","2,429.21",4,4,"",2,01/08/16 05:13 AM
N52,5,N52-5,226.41,0,148.58,5,5,"",2,01/08/16 05:13 AM
N57,0,N57-0,"1,340.04",692.79,467.27,0,0,"",2,01/08/16 05:13 AM
N57,1,N57-1,"9,060.25","7,909.31",605.66,1,1,"",2,01/08/16 05:13 AM
N57,2,N57-2,"9,059.17","8,125.88",482.91,2,2,"",2,01/08/16 05:13 AM
N57,3,N57-3,"9,057.93","8,264.47",420.97,3,3,"",2,01/08/16 05:13 AM
N57,4,N57-4,"9,057.93","8,264.29",421.15,4,4,"",2,01/08/16 05:13 AM
N57,5,N57-5,"9,057.93","8,264.47",417.1,5,5,"",2,01/08/16 05:13 AM
NE123A,1,NE123A-1,"1,812.03",439.51,0,1,1,"",2,01/08/16 05:13 AM
NE18,5,NE18-5,"13,425.78","11,992.32",8.42,5,5,"",2,01/08/16 05:13 AM
NE18,9,NE18-9,"19,619.13","17,078.19",251.6,9,9,"",3,01/08/16 05:13 AM
NE35,1,NE35-1,"9,525.85","8,260.29",0,1,1,"",2,01/08/16 05:13 AM
NE45,2,NE45-2,"8,049.06","4,586.56",0,2,2,"",3,01/08/16 05:13 AM
NE46,6,NE46-6,"9,215.4","7,989.19",239.41,6,"","",1,01/08/16 05:13 AM
NE47,0,NE47-0,"5,488.28","3,707.28",556.1,0,0,"",2,01/08/16 05:13 AM
NE47,1,NE47-1,"9,901.84","8,214.2",340.92,1,1,"",2,01/08/16 05:13 AM
NE47,2,NE47-2,"15,030.98","13,236.43",338.72,2,2,"",2,01/08/16 05:13 AM
NE47,3,NE47-3,"15,010.55","13,023.42",346.52,3,3,"",2,01/08/16 05:13 AM
NE47,4,NE47-4,"14,197.45","12,588.35",277.7,4,4,"",2,01/08/16 05:13 AM
NE47,5,NE47-5,"14,469.09","12,932.75",258.39,5,5,"",2,01/08/16 05:13 AM
NE48,3,NE48-3,"8,043.73","6,437.13",797.4,3,3,"",2,01/08/16 05:13 AM
NE48,4,NE48-4,"4,613.58","3,942.75",0,4,4,"",1,01/08/16 05:13 AM
NE49,2,NE49-2,"25,304.92","23,613.18",118.61,2,2,"",2,01/08/16 05:13 AM
NE49,3,NE49-3,"24,915.77","23,222.03",120.06,3,3,"",2,01/08/16 05:13 AM
NE49,4,NE49-4,"21,428.17","19,846.18",110.61,4,4,"",2,01/08/16 05:13 AM
NE83,4,NE83-4,"10,467.45","8,888.84",405.35,4,4,"",2,01/08/16 05:13 AM
NE83,5,NE83-5,"10,328.14","8,518.93",468.56,5,5,"",2,01/08/16 05:13 AM
NW10,0,NW10-0,"30,149.49","16,753.91","9,209.72",0,0,"",2,01/08/16 05:13 AM
NW10,1,NW10-1,"26,729.15","17,022.01","5,646.99",1,1,"",2,01/08/16 05:13 AM
NW10,2,NW10-2,"29,327.23","19,156.67","6,153.61",2,2,"",2,01/08/16 05:13 AM
NW10,3,NW10-3,"29,321.97","19,115.63","6,183.25",3,3,"",2,01/08/16 05:13 AM
NW10,4,NW10-4,"17,001.94","10,318.65","4,079.73",4,4,"",2,01/08/16 05:13 AM
NW12,0,NW12-0,"4,862.61","3,600.47",406.63,0,0,"",2,01/08/16 05:13 AM
NW12,1,NW12-1,"29,365.77","20,853.01","5,892.63",1,1,"",2,01/08/16 05:13 AM
NW12,2,NW12-2,"8,013.51","5,174.63","1,835.83",2,2,"",2,01/08/16 05:13 AM
NW12,3,NW12-3,"7,534.13","5,229.74","1,467.53",3,3,"",2,01/08/16 05:13 AM
NW12,4,NW12-4,157.37,0,108.26,4,4,"",2,01/08/16 05:13 AM
NW12A,1,NW12A-1,382.61,311.78,0,1,1,"",2,01/08/16 05:13 AM
NW13,0,NW13-0,"17,448.64","12,443.96","2,891.08",0,0,"",2,01/08/16 05:13 AM
NW13,1,NW13-1,"21,684.17","18,457.28","2,012.5",1,1,"",2,01/08/16 05:13 AM
NW13,2,NW13-2,"22,612.82","16,233.3","4,656.57",2,2,"",2,01/08/16 05:13 AM
NW13,3,NW13-3,191.48,0,148.37,3,3,"",2,01/08/16 05:13 AM
NW14,0,NW14-0,"36,213.43","27,341.73","7,081.2",0,0,"",2,01/08/16 05:13 AM
NW14,1,NW14-1,"33,808.88","23,350.52","8,032.04",1,1,"",2,01/08/16 05:13 AM
W15,1,W15-1,"2,879.9","1,969.9",628.62,1,1,"",2,01/08/16 05:13 AM
W16,0,W16-0,"22,579.13","9,116.47","10,785.19",0,0,"",2,01/08/16 05:13 AM
W16,1,W16-1,"17,029.86","9,613.72","6,739.26",1,1,"",2,01/08/16 05:13 AM
W16,2,W16-2,"2,536.99","1,731.39",192.34,2,2,"",2,01/08/16 05:13 AM
W20,0,W20-0,"33,951.96","16,950.78","13,670.93",0,0,"",2,01/08/16 05:13 AM
W20,1,W20-1,"31,212.43","19,743.08","10,612.9",1,1,"",2,01/08/16 05:13 AM
W20,2,W20-2,"31,506.04","22,869.58","7,295.33",2,2,"",2,01/08/16 05:13 AM
W20,3,W20-3,"19,762.91","12,007.89","6,227.51",3,3,"",2,01/08/16 05:13 AM
W20,4,W20-4,"38,283.49","24,706.47","11,400.66",4,4,"",2,01/08/16 05:13 AM
W20,5,W20-5,"26,252.94","19,887.73","4,686.15",5,5,"",2,01/08/16 05:13 AM
W20,6,W20-6,"2,192.23",0,"1,962.96",6,6,"",2,01/08/16 05:13 AM
W31,0,W31-0,"28,172.15","19,156.76","5,740.28",0,1,"",2,01/08/16 05:13 AM
W31,1,W31-1,"27,864.96","24,368.34","1,364.57",1,2,"",2,01/08/16 05:13 AM
W31,2,W31-2,"8,064.37","5,066.87","1,594.7",2,3,"",2,01/08/16 05:13 AM
W31,3,W31-3,"7,342.02","4,809.68","1,044.96",3,4,"",2,01/08/16 05:13 AM
W32,0,W32-0,"21,727.83","12,860.68","6,807.19",0,1,"",2,01/08/16 05:13 AM
