year,region,name,ratio
2010,212,Dominica,1.09
2010,212,Dominica,1.38
2015,212,Dominica,0.98
2015,212,Dominica,0.99
2015,212,Dominica,1.12
2019,212,Dominica,0.97
2019,212,Dominica,1.02
2019,212,Dominica,1.2
2020,212,Dominica,0.93
2020,212,Dominica,1.03
2020,212,Dominica,1.15
2005,214,Dominican Republic,0.95
2005,214,Dominican Republic,1.19
2005,214,Dominican Republic,1.24
2010,214,Dominican Republic,0.88
2010,214,Dominican Republic,1.12
2010,214,Dominican Republic,1.19
2015,214,Dominican Republic,0.91
2015,214,Dominican Republic,1.1
2015,214,Dominican Republic,1.15
2018,214,Dominican Republic,0.94
2018,214,Dominican Republic,1.08
2018,214,Dominican Republic,1.2
2019,214,Dominican Republic,0.95
2019,214,Dominican Republic,1.09
2019,214,Dominican Republic,1.19
2020,214,Dominican Republic,0.96
2020,214,Dominican Republic,1.09
2020,214,Dominican Republic,1.18
2005,218,Ecuador,1.0
2005,218,Ecuador,1.01
2005,218,Ecuador,1.07
2010,218,Ecuador,1.0
2010,218,Ecuador,1.05
2010,218,Ecuador,1.08
2015,218,Ecuador,1.0
2015,218,Ecuador,1.04
2015,218,Ecuador,1.06
2018,218,Ecuador,1.02
2018,218,Ecuador,1.03
2018,218,Ecuador,1.04
2019,218,Ecuador,1.02
2019,218,Ecuador,1.03
2019,218,Ecuador,1.04
2020,218,Ecuador,1.02
2020,218,Ecuador,1.02
2020,218,Ecuador,1.04
2018,818,Egypt,1.0
2018,818,Egypt,0.99
2018,818,Egypt,0.97
2019,818,Egypt,1.01
2019,818,Egypt,0.99
2019,818,Egypt,0.98
2005,222,El Salvador,0.97
2005,222,El Salvador,1.0
2005,222,El Salvador,1.04
2010,222,El Salvador,0.95
2010,222,El Salvador,0.99
2010,222,El Salvador,1.02
2015,222,El Salvador,0.96
2015,222,El Salvador,1.01
2015,222,El Salvador,1.05
2018,222,El Salvador,0.97
2018,222,El Salvador,0.99
2018,222,El Salvador,1.02
2019,222,El Salvador,0.98
2019,222,El Salvador,1.01
2019,222,El Salvador,1.04
2005,226,Equatorial Guinea,0.97
2005,226,Equatorial Guinea,0.74
2005,226,Equatorial Guinea,0.42
2010,226,Equatorial Guinea,0.99
2015,226,Equatorial Guinea,0.99
2005,232,Eritrea,0.81
2005,232,Eritrea,0.6
2005,232,Eritrea,0.53
2010,232,Eritrea,0.85
2010,232,Eritrea,0.77
2010,232,Eritrea,0.71
2015,232,Eritrea,0.86
2015,232,Eritrea,0.85
2015,232,Eritrea,0.85
2018,232,Eritrea,0.86
2018,232,Eritrea,0.91
2018,232,Eritrea,0.95
2005,233,Estonia,0.97
2005,233,Estonia,1.04
2005,233,Estonia,1.12
2010,233,Estonia,0.99
2010,233,Estonia,1.0
2010,233,Estonia,1.03
2015,233,Estonia,1.0
2015,233,Estonia,1.0
2015,233,Estonia,1.03
2018,233,Estonia,1.0
2018,233,Estonia,1.03
2018,233,Estonia,1.05
2019,233,Estonia,1.01
2019,233,Estonia,1.04
2019,233,Estonia,1.08
2005,748,Eswatini,0.93
2005,748,Eswatini,0.96
2005,748,Eswatini,0.88
2010,748,Eswatini,0.91
2010,748,Eswatini,0.95
2010,748,Eswatini,0.92
2015,748,Eswatini,0.91
2015,748,Eswatini,1.0
2015,748,Eswatini,0.99
2018,748,Eswatini,0.92
2019,748,Eswatini,0.92
2005,231,Ethiopia,0.84
2005,231,Ethiopia,0.6
2005,231,Ethiopia,0.67
2010,231,Ethiopia,0.92
2010,231,Ethiopia,0.83
2010,231,Ethiopia,0.7
2015,231,Ethiopia,0.91
2015,231,Ethiopia,0.96
2015,231,Ethiopia,0.98
2020,231,Ethiopia,0.91
2015,242,Fiji,0.98
2019,242,Fiji,0.96
2005,246,Finland,0.99
2005,246,Finland,1.05
2005,246,Finland,1.09
2010,246,Finland,0.99
2010,246,Finland,1.05
2010,246,Finland,1.09
2015,246,Finland,0.99
2015,246,Finland,1.1
2015,246,Finland,1.16
2018,246,Finland,0.99
2018,246,Finland,1.1
2018,246,Finland,1.17
2019,246,Finland,0.99
2019,246,Finland,1.1
2019,246,Finland,1.16
2005,250,France,0.99
2005,250,France,1.0
2005,250,France,1.02
2010,250,France,0.99
2010,250,France,1.01
2010,250,France,1.03
2015,250,France,0.99
2015,250,France,1.01
2015,250,France,1.03
2018,250,France,0.99
2018,250,France,1.01
2018,250,France,1.02
2019,250,France,0.99
2019,250,France,1.0
2019,250,France,1.01
2005,270,Gambia,1.03
2010,270,Gambia,1.03
2010,270,Gambia,0.96
2010,270,Gambia,0.87
2015,270,Gambia,1.07
2018,270,Gambia,1.09
2019,270,Gambia,1.11
2020,270,Gambia,1.12
2005,268,Georgia,1.04
2005,268,Georgia,1.04
2005,268,Georgia,1.05
2010,268,Georgia,1.01
2015,268,Georgia,1.0
2015,268,Georgia,1.03
2015,268,Georgia,1.05
2018,268,Georgia,1.01
2018,268,Georgia,1.01
2018,268,Georgia,1.03
2019,268,Georgia,1.01
2019,268,Georgia,1.01
2019,268,Georgia,1.01
2020,268,Georgia,1.01
2020,268,Georgia,1.01
2020,268,Georgia,1.01
2005,276,Germany,1.0
2005,276,Germany,0.97
2005,276,Germany,0.94
2010,276,Germany,0.99
2010,276,Germany,0.95
2010,276,Germany,0.89
2015,276,Germany,1.0
2015,276,Germany,0.95
2015,276,Germany,0.9
2018,276,Germany,1.01
2018,276,Germany,0.94
2018,276,Germany,0.89
2019,276,Germany,1.01
2019,276,Germany,0.95
2019,276,Germany,0.88
2005,288,Ghana,0.96
2005,288,Ghana,0.84
2005,288,Ghana,0.73
2015,288,Ghana,1.0
2015,288,Ghana,0.95
2015,288,Ghana,0.9
2018,288,Ghana,1.01
2018,288,Ghana,0.99
2018,288,Ghana,0.95
2019,288,Ghana,1.01
2019,288,Ghana,1.0
2019,288,Ghana,0.96
2020,288,Ghana,1.02
2020,288,Ghana,1.0
2020,288,Ghana,0.97
2005,300,Greece,0.98
2005,300,Greece,0.95
2005,300,Greece,0.96
2010,300,Greece,0.98
2010,300,Greece,0.97
2010,300,Greece,0.99
2015,300,Greece,0.99
2015,300,Greece,0.93
2015,300,Greece,0.91
2018,300,Greece,1.0
2018,300,Greece,0.95
2018,300,Greece,0.94
2019,300,Greece,1.01
2019,300,Greece,0.95
2019,300,Greece,0.94
2005,308,Grenada,0.97
2005,308,Grenada,1.03
2005,308,Grenada,1.15
2010,308,Grenada,0.96
2010,308,Grenada,1.03
2010,308,Grenada,1.26
2015,308,Grenada,0.96
2015,308,Grenada,0.98
2015,308,Grenada,1.1
2018,308,Grenada,0.98
2018,308,Grenada,1.03
2018,308,Grenada,1.08
2005,320,Guatemala,0.94
2005,320,Guatemala,0.92
2005,320,Guatemala,1.02
2010,320,Guatemala,0.98
2010,320,Guatemala,0.94
2010,320,Guatemala,1.01
2015,320,Guatemala,0.97
2015,320,Guatemala,0.94
2015,320,Guatemala,1.03
2018,320,Guatemala,0.97
2018,320,Guatemala,0.95
2018,320,Guatemala,1.05
2019,320,Guatemala,0.98
2019,320,Guatemala,0.96
2019,320,Guatemala,1.07
2020,320,Guatemala,0.98
2020,320,Guatemala,0.98
2020,320,Guatemala,1.08
2005,324,Guinea,0.8
2005,324,Guinea,0.49
2005,324,Guinea,0.44
2020,324,Guinea,0.85
2010,624,Guinea-Bissau,0.93
2005,328,Guyana,1.0
2005,328,Guyana,1.02
2005,328,Guyana,1.05
2010,328,Guyana,0.97
2010,328,Guyana,1.04
2010,328,Guyana,1.06
2005,340,Honduras,1.0
2010,340,Honduras,1.0
2010,340,Honduras,1.23
2010,340,Honduras,1.39
2015,340,Honduras,0.99
2015,340,Honduras,1.2
2015,340,Honduras,1.35
2019,340,Honduras,1.0
2019,340,Honduras,1.12
2019,340,Honduras,1.26
2020,340,Honduras,1.01
2020,340,Honduras,1.15
2020,340,Honduras,1.26
2005,348,Hungary,0.98
2005,348,Hungary,0.99
2005,348,Hungary,1.0
2010,348,Hungary,0.99
2010,348,Hungary,0.99
2010,348,Hungary,1.0
2015,348,Hungary,1.0
2015,348,Hungary,1.01
2015,348,Hungary,1.02
2018,348,Hungary,0.99
2018,348,Hungary,1.0
2018,348,Hungary,1.0
2019,348,Hungary,0.99
2019,348,Hungary,1.16
2019,348,Hungary,1.0
2005,352,Iceland,0.98
2005,352,Iceland,1.01
2005,352,Iceland,1.03
2010,352,Iceland,1.01
2010,352,Iceland,1.02
2010,352,Iceland,1.03
2015,352,Iceland,1.0
2015,352,Iceland,1.01
2015,352,Iceland,1.01
2018,352,Iceland,1.0
2018,352,Iceland,0.99
2018,352,Iceland,0.98
2019,352,Iceland,1.0
2019,352,Iceland,0.97
2019,352,Iceland,0.96
2010,356,India,1.03
2010,356,India,0.94
2010,356,India,0.9
2015,356,India,1.12
2015,356,India,1.02
2015,356,India,0.98
2019,356,India,1.02
2019,356,India,1.02
2019,356,India,0.99
2020,356,India,1.02
2020,356,India,1.0
2020,356,India,0.95
2005,356,India,0.84
2005,356,India,0.77
2018,356,India,1.01
2018,356,India,0.98
2005,360,Indonesia,0.97
2005,360,Indonesia,0.99
2005,360,Indonesia,0.95
2010,360,Indonesia,1.03
2010,360,Indonesia,1.01
2010,360,Indonesia,0.98
2015,360,Indonesia,0.97
2015,360,Indonesia,1.0
2015,360,Indonesia,0.96
2018,360,Indonesia,0.97
2018,360,Indonesia,1.03
2018,360,Indonesia,1.04
2005,364,Iran (Islamic Republic of),0.97
2005,364,Iran (Islamic Republic of),0.96
2005,364,Iran (Islamic Republic of),1.03
2010,364,Iran (Islamic Republic of),0.98
2010,364,Iran (Islamic Republic of),0.94
2010,364,Iran (Islamic Republic of),0.94
2015,364,Iran (Islamic Republic of),1.06
2015,364,Iran (Islamic Republic of),0.94
2005,372,Ireland,1.0
2005,372,Ireland,1.09
2005,372,Ireland,1.15
2010,372,Ireland,1.0
2010,372,Ireland,1.06
2010,372,Ireland,1.12
2015,372,Ireland,1.0
2015,372,Ireland,1.03
2015,372,Ireland,1.06
2018,372,Ireland,0.99
2018,372,Ireland,1.14
2018,372,Ireland,1.22
2019,372,Ireland,1.0
2019,372,Ireland,1.1
2019,372,Ireland,1.16
2005,376,Israel,1.01
2005,376,Israel,0.99
2005,376,Israel,0.98
2010,376,Israel,1.0
2010,376,Israel,1.02
2010,376,Israel,1.02
2015,376,Israel,1.01
2015,376,Israel,1.01
2015,376,Israel,1.02
2018,376,Israel,1.01
2018,376,Israel,1.02
2018,376,Israel,1.02
2019,376,Israel,1.01
2019,376,Israel,1.02
2019,376,Israel,1.02
2005,380,Italy,0.99
2005,380,Italy,0.99
2005,380,Italy,1.01
2010,380,Italy,0.99
2010,380,Italy,0.99
2010,380,Italy,1.0
2015,380,Italy,1.0
2015,380,Italy,1.0
2015,380,Italy,1.01
2018,380,Italy,0.97
2018,380,Italy,0.99
2018,380,Italy,1.0
2019,380,Italy,0.98
2019,380,Italy,0.98
2019,380,Italy,1.0
2005,388,Jamaica,1.0
2005,388,Jamaica,1.06
2005,388,Jamaica,1.16
2010,388,Jamaica,1.08
2010,388,Jamaica,1.2
2015,388,Jamaica,1.07
2015,388,Jamaica,1.06
2018,388,Jamaica,1.03
2018,388,Jamaica,1.05
2019,388,Jamaica,1.02
2019,388,Jamaica,1.03
2020,388,Jamaica,1.01
2020,388,Jamaica,1.03
2018,392,Japan,1.0
2005,400,Jordan,1.01
2005,400,Jordan,1.03
2005,400,Jordan,1.06
2010,400,Jordan,0.98
2010,400,Jordan,1.04
2010,400,Jordan,1.14
2018,400,Jordan,0.98
2018,400,Jordan,1.03
2018,400,Jordan,1.16
2019,400,Jordan,0.98
2019,400,Jordan,1.02
2019,400,Jordan,1.11
2020,400,Jordan,0.99
2020,400,Jordan,1.03
2020,400,Jordan,1.11
2005,398,Kazakhstan,1.0
2010,398,Kazakhstan,1.01
2010,398,Kazakhstan,1.01
2010,398,Kazakhstan,1.03
2015,398,Kazakhstan,1.0
2015,398,Kazakhstan,1.03
2015,398,Kazakhstan,1.09
2018,398,Kazakhstan,1.02
2018,398,Kazakhstan,1.01
2018,398,Kazakhstan,1.01
2019,398,Kazakhstan,1.02
2019,398,Kazakhstan,1.01
2019,398,Kazakhstan,1.01
2020,398,Kazakhstan,1.0
2020,398,Kazakhstan,1.0
2020,398,Kazakhstan,1.0
2005,404,Kenya,0.96
2005,404,Kenya,0.94
2005,404,Kenya,0.89
2015,404,Kenya,1.0
2005,296,Kiribati,1.01
2005,296,Kiribati,1.15
2005,296,Kiribati,1.26
2015,296,Kiribati,1.02
2020,296,Kiribati,1.06
2005,414,Kuwait,1.04
2005,414,Kuwait,1.09
2005,414,Kuwait,1.1
2010,414,Kuwait,0.98
2010,414,Kuwait,1.02
2010,414,Kuwait,1.08
2015,414,Kuwait,1.03
2015,414,Kuwait,1.06
2018,414,Kuwait,1.1
2019,414,Kuwait,1.15
2020,414,Kuwait,1.13
2005,417,Kyrgyzstan,0.98
2005,417,Kyrgyzstan,1.0
2005,417,Kyrgyzstan,1.03
2010,417,Kyrgyzstan,0.99
2010,417,Kyrgyzstan,1.0
2010,417,Kyrgyzstan,1.01
2015,417,Kyrgyzstan,0.99
2015,417,Kyrgyzstan,1.01
2015,417,Kyrgyzstan,1.06
2018,417,Kyrgyzstan,0.99
2018,417,Kyrgyzstan,1.0
2018,417,Kyrgyzstan,1.02
2019,417,Kyrgyzstan,0.99
2019,417,Kyrgyzstan,1.0
2019,417,Kyrgyzstan,1.03
2020,417,Kyrgyzstan,1.0
2020,417,Kyrgyzstan,1.0
2020,417,Kyrgyzstan,1.03
2005,418,Lao People's Dem. Rep.,0.87
2005,418,Lao People's Dem. Rep.,0.75
2005,418,Lao People's Dem. Rep.,0.71
2010,418,Lao People's Dem. Rep.,0.91
2010,418,Lao People's Dem. Rep.,0.82
2010,418,Lao People's Dem. Rep.,0.81
2015,418,Lao People's Dem. Rep.,0.95
2015,418,Lao People's Dem. Rep.,0.92
2015,418,Lao People's Dem. Rep.,0.89
2018,418,Lao People's Dem. Rep.,0.96
2018,418,Lao People's Dem. Rep.,0.93
2018,418,Lao People's Dem. Rep.,0.9
2019,418,Lao People's Dem. Rep.,0.97
2019,418,Lao People's Dem. Rep.,0.94
2019,418,Lao People's Dem. Rep.,0.89
2020,418,Lao People's Dem. Rep.,0.97
2020,418,Lao People's Dem. Rep.,0.95
2020,418,Lao People's Dem. Rep.,0.89
2005,428,Latvia,0.98
2005,428,Latvia,0.99
2005,428,Latvia,1.04
2010,428,Latvia,0.98
2010,428,Latvia,0.99
2010,428,Latvia,1.01
2015,428,Latvia,1.0
2015,428,Latvia,0.98
2015,428,Latvia,0.99
2018,428,Latvia,1.0
2018,428,Latvia,0.99
2018,428,Latvia,0.99
2019,428,Latvia,1.0
2019,428,Latvia,1.0
2019,428,Latvia,1.01
2005,426,Lesotho,0.99
2005,426,Lesotho,1.26
2005,426,Lesotho,1.16
2010,426,Lesotho,0.96
2010,426,Lesotho,1.39
2010,426,Lesotho,1.35
2015,426,Lesotho,0.95
2015,426,Lesotho,1.35
2015,426,Lesotho,1.34
2015,430,Liberia,0.9
2015,430,Liberia,0.77
2015,430,Liberia,0.74
2005,438,Liechtenstein,0.92
2005,438,Liechtenstein,0.87
2005,438,Liechtenstein,0.74
2010,438,Liechtenstein,0.94
2010,438,Liechtenstein,0.85
2010,438,Liechtenstein,0.7
2015,438,Liechtenstein,0.98
2015,438,Liechtenstein,0.78
2015,438,Liechtenstein,0.66
2018,438,Liechtenstein,1.01
2018,438,Liechtenstein,0.83
2018,438,Liechtenstein,0.76
2019,438,Liechtenstein,1.0
2019,438,Liechtenstein,0.86
2019,438,Liechtenstein,0.77
2005,440,Lithuania,0.99
2005,440,Lithuania,0.99
2005,440,Lithuania,1.05
2010,440,Lithuania,0.99
2010,440,Lithuania,0.98
2010,440,Lithuania,1.01
2015,440,Lithuania,1.0
2015,440,Lithuania,0.96
2015,440,Lithuania,0.95
2018,440,Lithuania,1.0
2018,440,Lithuania,0.96
2018,440,Lithuania,0.95
2019,440,Lithuania,1.0
2019,440,Lithuania,0.97
2019,440,Lithuania,0.95
2005,442,Luxembourg,1.0
2005,442,Luxembourg,1.05
2005,442,Luxembourg,1.09
2010,442,Luxembourg,1.01
2010,442,Luxembourg,1.03
2010,442,Luxembourg,1.04
2015,442,Luxembourg,1.0
2015,442,Luxembourg,1.04
2015,442,Luxembourg,1.06
2018,442,Luxembourg,0.98
2018,442,Luxembourg,1.02
2018,442,Luxembourg,1.07
2019,442,Luxembourg,0.99
2019,442,Luxembourg,1.0
2019,442,Luxembourg,1.06
2005,450,Madagascar,0.96
2005,450,Madagascar,0.96
2005,450,Madagascar,0.89
2015,450,Madagascar,1.0
2015,450,Madagascar,0.99
2015,450,Madagascar,0.93
2018,450,Madagascar,1.01
2018,450,Madagascar,1.03
2018,450,Madagascar,0.97
2019,450,Madagascar,1.02
2019,450,Madagascar,1.04
2019,450,Madagascar,0.99
2005,454,Malawi,1.01
2005,454,Malawi,0.79
2005,454,Malawi,0.67
2010,454,Malawi,1.02
2010,454,Malawi,0.88
2010,454,Malawi,0.72
2015,454,Malawi,1.02
2015,454,Malawi,0.91
2015,454,Malawi,0.83
2018,454,Malawi,1.01
2018,454,Malawi,0.98
2018,454,Malawi,0.89
2019,454,Malawi,1.03
2019,454,Malawi,0.83
2019,454,Malawi,0.9
2005,458,Malaysia,1.0
2005,458,Malaysia,1.1
2005,458,Malaysia,1.22
2010,458,Malaysia,1.01
2010,458,Malaysia,1.08
2010,458,Malaysia,1.16
2015,458,Malaysia,1.01
2015,458,Malaysia,1.09
2015,458,Malaysia,1.14
2018,458,Malaysia,1.02
2018,458,Malaysia,1.08
2018,458,Malaysia,1.15
2019,458,Malaysia,1.01
2019,458,Malaysia,1.08
2019,458,Malaysia,1.14
2005,462,Maldives,0.98
2015,462,Maldives,0.97
2018,462,Maldives,1.04
2018,462,Maldives,1.01
2018,462,Maldives,1.56
2019,462,Maldives,1.03
2019,462,Maldives,0.93
2019,462,Maldives,1.26
2005,466,Mali,0.79
2005,466,Mali,0.62
2005,466,Mali,0.58
2010,466,Mali,0.86
2010,466,Mali,0.69
2010,466,Mali,0.61
2015,466,Mali,0.9
2015,466,Mali,0.79
2015,466,Mali,0.69
2018,466,Mali,0.9
2018,466,Mali,0.82
2018,466,Mali,0.7
2005,470,Malta,0.98
2005,470,Malta,0.96
2005,470,Malta,0.83
2010,470,Malta,1.0
2010,470,Malta,0.89
2010,470,Malta,0.76
2015,470,Malta,1.01
2015,470,Malta,1.06
2015,470,Malta,1.12
2018,470,Malta,1.01
2018,470,Malta,1.0
2018,470,Malta,1.03
2019,470,Malta,1.01
2019,470,Malta,1.0
2019,470,Malta,1.03
2005,584,Marshall Islands,1.25
2005,584,Marshall Islands,1.02
2005,584,Marshall Islands,1.05
2015,584,Marshall Islands,0.98
2015,584,Marshall Islands,1.07
2015,584,Marshall Islands,1.14
2019,584,Marshall Islands,0.96
2019,584,Marshall Islands,1.08
2019,584,Marshall Islands,1.11
2020,584,Marshall Islands,0.96
2020,584,Marshall Islands,1.11
2020,584,Marshall Islands,1.12
2005,478,Mauritania,1.03
2005,478,Mauritania,0.88
2005,478,Mauritania,0.86
2010,478,Mauritania,1.05
2010,478,Mauritania,0.85
2010,478,Mauritania,0.78
2015,478,Mauritania,1.05
2015,478,Mauritania,0.93
2015,478,Mauritania,0.87
2018,478,Mauritania,1.06
2018,478,Mauritania,1.02
2018,478,Mauritania,1.04
2019,478,Mauritania,1.06
2019,478,Mauritania,1.05
2019,478,Mauritania,1.05
2005,480,Mauritius,1.0
2005,480,Mauritius,0.98
2005,480,Mauritius,0.94
2010,480,Mauritius,1.01
2010,480,Mauritius,1.05
2010,480,Mauritius,1.07
2015,480,Mauritius,1.02
2015,480,Mauritius,1.04
2015,480,Mauritius,1.11
2018,480,Mauritius,1.03
2018,480,Mauritius,1.06
2018,480,Mauritius,1.14
2019,480,Mauritius,1.03
2019,480,Mauritius,1.02
2019,480,Mauritius,1.08
2005,484,Mexico,0.98
2005,484,Mexico,1.04
2005,484,Mexico,1.03
2010,484,Mexico,0.99
2010,484,Mexico,1.08
2010,484,Mexico,1.06
2015,484,Mexico,1.0
2015,484,Mexico,1.07
2015,484,Mexico,1.02
2018,484,Mexico,1.01
2018,484,Mexico,1.09
2018,484,Mexico,1.06
2019,484,Mexico,1.01
2019,484,Mexico,1.1
2019,484,Mexico,1.07
2005,583,Micronesia (Fed. States of),0.97
2005,583,Micronesia (Fed. States of),1.08
2005,583,Micronesia (Fed. States of),1.07
2015,583,Micronesia (Fed. States of),0.98
2019,583,Micronesia (Fed. States of),0.96
2020,583,Micronesia (Fed. States of),1.0
2005,496,Mongolia,1.0
2005,496,Mongolia,1.11
2005,496,Mongolia,1.22
2010,496,Mongolia,0.98
2010,496,Mongolia,1.07
2010,496,Mongolia,1.13
2015,496,Mongolia,0.98
2015,496,Mongolia,1.06
2018,496,Mongolia,0.98
2019,496,Mongolia,0.98
2019,496,Mongolia,1.01
2019,496,Mongolia,1.0
2010,499,Montenegro,1.0
2010,499,Montenegro,1.03
2010,499,Montenegro,1.06
2015,499,Montenegro,1.0
2015,499,Montenegro,1.02
2015,499,Montenegro,1.01
2018,499,Montenegro,0.95
2018,499,Montenegro,1.01
2018,499,Montenegro,1.01
2019,499,Montenegro,1.0
2019,499,Montenegro,1.02
2019,499,Montenegro,1.02
2020,499,Montenegro,1.0
2020,499,Montenegro,1.02
2020,499,Montenegro,1.04
2005,504,Morocco,0.91
2005,504,Morocco,0.85
2005,504,Morocco,0.88
2010,504,Morocco,0.94
2010,504,Morocco,0.87
2010,504,Morocco,0.95
2015,504,Morocco,0.95
2018,504,Morocco,0.96
2018,504,Morocco,0.92
2018,504,Morocco,0.98
2019,504,Morocco,0.97
2019,504,Morocco,0.93
2019,504,Morocco,1.0
2020,504,Morocco,0.97
2020,504,Morocco,0.95
2020,504,Morocco,1.04
2005,508,Mozambique,0.83
2005,508,Mozambique,0.68
2005,508,Mozambique,0.62
2010,508,Mozambique,0.89
2010,508,Mozambique,0.8
2010,508,Mozambique,0.74
2015,508,Mozambique,0.91
2015,508,Mozambique,0.91
2015,508,Mozambique,0.91
2018,508,Mozambique,0.93
2019,508,Mozambique,0.93
2020,508,Mozambique,0.94
2018,104,Myanmar,0.96
2018,104,Myanmar,1.09
2018,104,Myanmar,1.19
2005,516,Namibia,0.98
2005,516,Namibia,1.11
2005,516,Namibia,1.03
2010,516,Namibia,0.96
2018,516,Namibia,0.97
2005,520,Nauru,0.94
2005,520,Nauru,1.03
2019,520,Nauru,0.99
2019,520,Nauru,1.04
2019,520,Nauru,0.86
2020,520,Nauru,1.03
2010,524,Nepal,1.08
2010,524,Nepal,0.98
2010,524,Nepal,0.95
2015,524,Nepal,1.06
2015,524,Nepal,1.05
2015,524,Nepal,1.02
2019,524,Nepal,1.02
2019,524,Nepal,1.07
2019,524,Nepal,1.13
2020,524,Nepal,1.03
2020,524,Nepal,1.06
2005,528,Netherlands,0.98
2005,528,Netherlands,0.98
2005,528,Netherlands,1.01
2010,528,Netherlands,1.0
2010,528,Netherlands,0.99
2010,528,Netherlands,1.03
2015,528,Netherlands,1.0
2015,528,Netherlands,1.02
2015,528,Netherlands,1.07
2018,528,Netherlands,1.0
2018,528,Netherlands,1.01
2018,528,Netherlands,1.06
2019,528,Netherlands,1.0
2019,528,Netherlands,1.01
2019,528,Netherlands,1.07
2005,554,New Zealand,0.99
2005,554,New Zealand,1.06
2005,554,New Zealand,1.12
2010,554,New Zealand,1.0
2010,554,New Zealand,1.05
2010,554,New Zealand,1.11
2015,554,New Zealand,1.01
2015,554,New Zealand,1.06
2015,554,New Zealand,1.13
2018,554,New Zealand,1.01
2018,554,New Zealand,1.06
2018,554,New Zealand,1.14
